PCON22CD,Cycle once a month 2016,Cycle once a month 2017,Cycle once a month 2018,Cycle once a month 2019,Cycle once a month 2020,Cycle once a month 2021,Cycle once a month 2022,Cycle once a week 2016,Cycle once a week 2017,Cycle once a week 2018,Cycle once a week 2019,Cycle once a week 2020,Cycle once a week 2021,Cycle once a week 2022,Cycle three times a week 2016,Cycle three times a week 2017,Cycle three times a week 2018,Cycle three times a week 2019,Cycle three times a week 2020,Cycle three times a week 2021,Cycle three times a week 2022,Cycle five times a week 2016,Cycle five times a week 2017,Cycle five times a week 2018,Cycle five times a week 2019,Cycle five times a week 2020,Cycle five times a week 2021,Cycle five times a week 2022,Walk once a month 2016,Walk once a month 2017,Walk once a month 2018,Walk once a month 2019,Walk once a month 2020,Walk once a month 2021,Walk once a month 2022,Walk once a week 2016,Walk once a week 2017,Walk once a week 2018,Walk once a week 2019,Walk once a week 2020,Walk once a week 2021,Walk once a week 2022,Walk three times a week 2016,Walk three times a week 2017,Walk three times a week 2018,Walk three times a week 2019,Walk three times a week 2020,Walk three times a week 2021,Walk three times a week 2022,Walk five times a week 2016,Walk five times a week 2017,Walk five times a week 2018,Walk five times a week 2019,Walk five times a week 2020,Walk five times a week 2021,Walk five times a week 2022
E14000701,13.3,13.1,19.3,15.9,15.7,16.0,13.8,9.5,10.3,14.9,10.8,10.0,11.5,7.7,0.0,5.5,8.5,4.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,72.5,77.9,75.0,66.0,70.5,73.1,64.0,66.5,70.7,69.2,58.7,63.5,64.2,39.2,39.4,44.2,43.0,35.1,32.9,38.4,26.9,28.1,36.1,31.4,27.6,24.8,28.3
E14000702,20.5,21.3,19.4,21.9,16.9,12.4,13.2,12.9,14.3,15.7,17.6,12.2,8.9,9.9,6.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,79.5,81.6,78.3,82.1,76.1,77.5,79.2,67.7,73.6,70.2,73.0,68.8,68.6,69.0,40.7,40.0,42.2,42.7,42.1,44.7,45.7,28.8,28.8,29.4,30.5,30.0,29.4,32.9
E14000703,10.7,11.7,7.2,12.7,10.2,10.9,11.4,7.6,8.0,0.0,9.5,7.1,7.5,7.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.6,80.3,76.4,72.9,76.2,74.5,69.2,67.3,71.5,69.3,66.7,68.3,66.3,41.7,46.5,44.6,46.1,42.0,44.3,44.6,30.1,32.9,30.1,33.5,29.4,31.1,32.2
E14000704,17.0,16.6,21.0,15.7,16.2,10.9,12.6,9.4,10.8,16.4,10.4,12.9,1.6,8.6,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,83.0,82.2,78.7,76.1,76.4,75.6,66.7,73.2,73.5,70.0,70.1,69.0,68.7,44.4,49.9,50.9,42.1,41.7,47.5,44.4,31.7,34.7,38.8,32.3,30.3,32.8,32.6
E14000705,17.4,17.2,19.1,14.1,16.5,12.7,13.3,10.7,12.6,12.5,9.6,12.0,9.9,8.1,0.0,1.2,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9,76.5,80.6,77.6,77.1,79.3,73.4,64.1,68.7,72.4,71.0,71.3,69.4,65.8,37.5,43.5,45.1,41.1,44.6,46.0,42.1,26.6,35.2,34.6,31.5,32.6,35.4,33.2
E14000706,18.9,18.3,14.6,16.0,14.9,10.3,13.9,12.6,10.8,9.2,11.6,8.9,6.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,77.7,81.0,78.7,77.6,77.3,79.7,73.8,69.2,72.4,71.0,72.2,70.7,69.5,39.8,43.0,42.1,44.6,45.7,41.8,45.2,29.7,30.8,33.3,32.5,35.3,29.2,33.8
E14000707,24.1,12.8,14.5,14.8,16.4,9.8,10.9,16.2,9.7,12.0,11.0,13.3,8.2,8.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,76.2,69.4,79.9,73.0,74.5,71.5,72.2,68.2,62.2,74.2,67.0,68.5,64.2,46.0,41.9,37.5,47.6,42.3,42.8,38.9,35.6,34.4,28.1,35.8,30.1,29.5,29.7
E14000708,16.0,15.4,14.2,14.8,14.7,8.2,9.4,11.4,11.0,11.3,10.5,11.0,5.6,5.9,5.0,4.9,5.1,4.0,4.8,2.6,2.0,2.6,2.5,3.4,2.3,2.2,1.6,1.3,75.8,76.2,78.7,77.7,72.5,71.3,74.3,65.9,67.3,71.0,69.4,65.6,64.7,66.8,41.2,41.2,42.5,41.4,41.3,38.7,41.4,30.3,31.1,31.8,31.8,30.6,27.6,31.3
E14000709,11.3,10.8,9.5,8.9,15.8,9.1,7.0,7.3,6.8,7.4,5.4,10.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,77.2,82.8,73.8,75.6,75.9,74.8,67.4,66.2,75.5,67.0,68.5,65.8,68.5,32.3,41.7,47.4,38.8,42.8,39.4,40.1,23.7,32.8,37.4,26.8,31.6,30.9,29.2
E14000710,13.4,12.6,14.4,10.4,13.6,10.4,9.9,7.3,8.5,8.6,0.0,10.1,7.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,78.3,79.8,83.1,79.2,76.4,77.5,67.8,69.5,68.7,72.0,71.6,68.6,70.9,40.6,44.2,42.7,42.5,43.0,40.1,41.0,30.6,31.9,31.6,29.0,29.4,27.4,27.9
E14000711,13.5,8.7,8.9,10.2,10.9,0.0,8.4,10.0,6.0,0.0,7.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,76.4,76.0,75.9,69.3,79.3,73.6,66.5,66.1,63.4,65.4,61.6,68.3,65.6,37.5,39.6,38.2,39.3,38.5,32.2,35.5,28.0,27.8,29.0,28.0,30.4,21.3,23.5
E14000712,15.9,19.5,21.1,18.1,20.4,11.9,14.3,10.3,15.7,15.3,11.3,15.8,7.9,11.2,0.0,9.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,78.6,76.3,79.6,69.2,77.7,72.9,61.5,64.7,68.6,71.1,60.3,66.9,67.1,33.3,36.8,44.6,42.6,40.3,40.9,41.0,23.7,26.1,32.2,33.4,28.3,31.7,30.2
E14000713,27.3,26.7,23.4,22.0,24.8,15.9,21.0,22.3,22.3,18.7,15.7,15.9,11.5,15.0,14.5,11.0,8.8,8.4,8.7,5.4,9.4,8.1,6.4,0.0,0.0,0.0,0.0,5.7,80.5,82.3,80.8,75.3,80.1,81.4,77.2,70.7,74.5,73.3,66.2,70.0,71.5,69.7,46.2,46.3,49.6,42.2,42.5,44.5,41.6,35.3,33.5,37.6,31.0,32.6,31.2,31.6
E14000714,19.1,18.7,18.1,11.7,16.2,13.0,13.0,11.6,11.6,12.5,8.0,11.6,8.6,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2,82.4,81.4,75.3,76.5,77.5,74.1,63.7,71.9,74.9,65.9,67.5,65.5,68.8,38.4,42.4,46.0,39.2,43.8,38.8,36.2,27.4,30.7,35.3,29.2,34.4,29.0,27.5
E14000715,12.0,13.8,13.5,11.6,11.4,9.3,9.6,8.9,8.7,10.9,8.1,9.5,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,77.3,72.9,74.2,67.5,74.5,72.7,66.0,66.2,61.6,65.6,63.2,62.9,66.6,40.3,39.3,38.5,36.4,35.1,36.3,33.1,32.8,29.2,27.1,22.8,26.5,26.0,24.2
E14000716,15.5,22.4,17.4,17.5,13.0,13.1,14.1,10.5,16.3,13.1,12.9,9.2,10.5,11.4,6.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,71.2,70.8,72.2,68.6,72.4,73.0,66.8,64.1,64.3,64.0,61.1,66.4,66.1,37.8,36.7,37.8,39.4,41.6,42.4,43.1,27.7,26.7,26.9,30.2,30.8,33.8,29.7
E14000717,16.4,18.0,15.1,18.4,14.2,9.8,13.0,11.8,15.3,11.8,13.7,9.1,8.3,10.8,0.0,7.8,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,72.9,77.4,76.2,68.9,71.9,77.4,64.2,63.0,68.8,68.3,61.9,64.0,71.0,40.5,38.2,41.9,45.2,37.4,40.0,47.9,31.1,29.2,30.3,35.7,26.8,28.8,37.2
E14000718,13.1,17.0,14.8,16.6,13.7,12.6,13.1,8.3,11.7,9.2,11.7,10.8,9.3,10.0,3.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,79.5,78.1,80.4,79.8,74.3,79.4,75.0,72.7,71.3,72.2,74.6,67.2,74.5,68.2,49.0,46.8,49.2,47.3,42.4,47.6,42.6,40.7,36.3,36.9,37.7,29.8,38.1,28.7
E14000719,22.6,21.0,21.3,25.4,24.6,17.4,17.4,15.6,14.5,14.8,15.7,18.0,11.4,12.9,4.5,4.8,0.0,2.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,83.0,82.4,83.3,80.1,82.9,82.6,73.1,73.7,75.6,73.6,72.5,77.1,76.8,46.2,44.3,46.6,45.6,46.3,47.9,46.4,33.3,32.0,32.6,33.5,33.4,34.0,34.0
E14000720,35.9,30.5,28.3,30.8,37.4,31.2,34.2,30.1,26.0,25.3,22.8,32.6,23.4,28.0,18.3,18.5,16.5,15.6,16.1,10.2,14.0,11.9,14.2,12.9,11.2,11.2,7.0,7.4,85.0,84.8,83.8,81.4,81.7,80.2,81.7,78.6,77.8,77.5,73.2,73.8,74.1,76.8,53.1,54.5,49.7,48.7,52.2,50.7,54.3,40.7,41.6,35.4,34.7,38.5,36.7,42.3
E14000721,35.9,30.5,28.3,30.8,37.4,31.2,34.2,30.1,26.0,25.3,22.8,32.6,23.4,28.0,18.3,18.5,16.5,15.6,16.1,10.2,14.0,11.9,14.2,12.9,11.2,11.2,7.0,7.4,85.0,84.8,83.8,81.4,81.7,80.2,81.7,78.6,77.8,77.5,73.2,73.8,74.1,76.8,53.1,54.5,49.7,48.7,52.2,50.7,54.3,40.7,41.6,35.4,34.7,38.5,36.7,42.3
E14000722,8.3,8.5,10.8,7.0,4.7,0.0,6.3,5.7,4.9,4.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,70.3,71.2,68.6,66.3,69.1,68.3,59.7,60.7,61.0,59.8,55.7,60.3,59.7,33.1,35.8,34.5,35.5,30.5,36.7,33.6,23.0,25.8,25.0,24.4,22.4,27.1,25.0
E14000723,10.6,11.6,11.1,13.6,13.5,9.1,7.0,0.0,8.2,7.3,8.7,8.6,5.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,73.4,79.7,79.2,75.5,74.5,73.2,62.5,63.7,71.1,70.7,65.9,66.4,64.1,38.9,40.4,45.4,43.1,40.9,38.8,36.6,26.5,30.1,35.3,27.0,29.8,28.4,28.2
E14000724,17.7,18.6,17.6,17.3,19.0,11.8,15.9,14.1,12.6,11.0,12.4,13.9,8.5,10.5,0.0,5.5,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,75.8,77.3,82.0,75.8,76.1,78.5,69.3,68.2,67.6,76.4,70.6,67.4,70.4,44.5,45.5,42.5,51.3,45.4,41.5,45.8,35.4,32.1,30.7,37.3,33.1,32.3,34.6
E14000725,14.9,12.5,14.2,12.1,9.4,11.3,11.3,9.9,9.1,9.9,10.3,7.0,7.3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,72.4,76.7,74.8,72.2,75.7,69.7,64.5,61.8,68.4,65.0,65.4,66.4,64.0,40.8,38.7,36.4,39.2,39.4,39.0,39.1,30.6,30.1,27.5,28.3,27.8,24.7,31.0
E14000726,36.9,26.4,23.7,30.9,28.0,28.4,30.8,26.8,19.3,19.8,18.4,22.7,22.5,23.8,16.0,13.5,13.3,11.0,14.7,12.3,12.9,11.3,9.1,8.4,5.9,7.6,0.0,8.9,86.4,82.9,80.2,87.7,82.7,85.3,82.9,80.7,77.5,71.9,81.7,77.0,79.2,77.9,59.1,56.8,49.7,59.7,54.1,56.8,57.6,48.7,43.2,40.1,48.6,37.7,42.6,46.9
E14000727,16.3,18.6,19.2,17.7,20.1,20.4,18.7,12.3,13.4,14.2,14.3,14.3,15.5,15.2,6.4,5.8,9.4,8.2,7.4,6.7,7.9,4.9,0.0,5.1,0.0,0.0,0.0,4.6,80.4,80.8,82.1,83.2,75.9,79.7,78.6,74.0,75.1,76.9,74.3,69.7,73.7,72.7,51.4,52.2,55.6,47.7,50.3,48.2,47.3,38.5,39.2,44.3,34.4,39.9,37.1,38.0
E14000728,15.4,15.7,13.1,15.3,14.4,10.0,10.3,10.4,10.7,8.6,10.6,10.5,2.7,7.3,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,73.2,75.2,77.4,74.5,75.2,73.2,68.0,63.6,64.7,64.6,67.3,68.1,66.4,38.9,39.3,39.6,39.2,41.0,41.7,38.7,25.8,29.3,26.9,28.5,31.0,30.1,28.6
E14000729,15.4,12.9,12.8,15.4,10.7,10.0,9.7,9.1,9.1,8.0,10.3,7.5,7.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6,78.2,76.5,72.7,74.3,73.8,71.2,63.6,68.5,65.9,63.1,62.7,65.8,62.9,39.7,42.9,37.1,34.1,39.0,37.3,37.4,29.1,32.7,27.3,25.6,29.7,26.8,27.2
E14000730,17.6,16.5,18.9,18.2,17.3,18.0,13.9,13.4,10.1,12.9,10.7,12.7,13.4,9.7,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,83.6,80.3,84.9,78.8,84.8,82.5,74.4,78.4,72.0,76.0,68.9,77.7,73.5,48.3,46.5,41.5,50.1,45.6,49.9,47.8,35.5,31.9,28.1,38.2,34.8,39.5,36.9
E14000731,10.4,14.1,8.7,11.6,8.0,8.1,7.9,7.7,6.2,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,74.1,74.2,77.7,64.3,74.6,72.7,68.2,66.9,65.5,69.0,56.6,68.3,65.0,39.9,43.2,40.3,47.8,35.5,46.9,46.3,30.9,33.8,30.9,37.0,26.0,33.9,32.0
E14000732,10.4,14.1,8.7,11.6,8.0,8.1,7.9,7.7,6.2,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,74.1,74.2,77.7,64.3,74.6,72.7,68.2,66.9,65.5,69.0,56.6,68.3,65.0,39.9,43.2,40.3,47.8,35.5,46.9,46.3,30.9,33.8,30.9,37.0,26.0,33.9,32.0
E14000733,17.0,13.4,10.1,8.7,10.3,8.8,0.0,11.6,9.7,7.6,6.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,73.9,72.2,71.7,69.5,67.8,73.0,66.0,65.7,65.3,63.7,62.1,61.0,64.3,37.8,39.9,35.3,39.0,36.7,36.8,38.8,30.9,28.0,24.5,28.4,26.1,26.5,26.9
E14000734,16.3,19.5,18.5,18.7,16.6,13.2,11.7,12.7,13.9,14.0,14.0,12.4,8.8,8.7,5.4,3.2,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,77.8,78.1,82.7,75.3,77.2,76.5,67.2,69.7,67.6,73.6,68.9,69.7,68.8,41.4,43.9,38.9,45.6,46.2,41.8,41.2,29.9,32.8,28.1,33.2,36.3,31.9,29.1
E14000735,13.9,12.2,10.0,13.0,12.6,8.6,9.7,9.5,8.6,7.0,8.6,8.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,78.2,77.7,80.3,70.9,78.2,78.5,69.3,69.2,67.6,71.2,64.4,71.9,71.5,45.1,41.4,44.5,44.8,40.6,47.5,43.9,34.4,30.7,33.2,31.4,29.2,36.7,30.4
E14000736,22.1,18.2,18.1,19.7,16.7,12.1,13.0,15.3,12.0,11.9,12.3,11.6,8.2,8.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,80.5,76.2,83.0,73.9,76.0,74.7,67.6,70.4,70.4,73.5,67.2,68.2,66.4,39.0,45.9,43.8,42.5,38.3,45.2,39.3,27.3,32.8,31.9,30.0,28.0,37.5,29.2
E14000737,10.4,12.1,8.8,17.0,11.0,7.1,9.1,6.4,9.7,0.0,11.5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,79.1,73.9,75.7,68.4,70.6,70.2,66.5,70.2,68.1,68.6,63.1,62.5,63.3,39.9,48.2,44.0,44.1,40.6,34.8,35.7,29.4,35.1,31.6,32.5,29.3,27.8,21.4
E14000738,14.8,17.4,15.1,15.0,15.1,12.2,13.8,11.1,11.5,10.2,9.2,11.7,8.6,8.1,5.3,5.4,5.0,4.8,4.0,3.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,81.6,78.8,77.9,74.7,80.7,78.0,73.5,72.1,68.7,71.0,66.6,72.3,70.6,42.5,43.9,41.6,43.1,43.0,41.2,42.4,29.4,32.3,32.1,29.7,33.4,30.6,31.2
E14000739,11.6,14.5,17.4,13.3,14.1,9.7,14.6,6.5,10.9,9.8,7.9,11.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,77.7,81.1,83.0,81.9,78.9,79.4,68.4,67.6,71.6,73.6,73.9,70.6,72.7,39.3,41.2,44.1,43.5,47.0,46.1,42.5,30.6,33.7,29.7,32.4,33.0,32.8,30.8
E14000740,10.7,13.5,9.4,12.1,15.3,9.6,9.7,7.5,9.7,7.1,6.9,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,74.9,71.3,77.2,70.7,73.4,69.5,64.7,63.9,61.0,66.2,60.5,66.5,62.3,36.4,37.5,36.3,37.4,39.7,36.6,36.4,26.3,27.7,26.9,25.9,27.1,28.2,27.5
E14000741,10.7,11.7,7.2,12.7,10.2,10.9,11.4,7.6,8.0,0.0,9.5,7.1,7.5,7.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.6,80.3,76.4,72.9,76.2,74.5,69.2,67.3,71.5,69.3,66.7,68.3,66.3,41.7,46.5,44.6,46.1,42.0,44.3,44.6,30.1,32.9,30.1,33.5,29.4,31.1,32.2
E14000742,22.2,18.2,21.9,22.1,23.9,15.9,21.0,14.0,12.8,16.1,16.5,15.2,11.0,14.8,7.0,6.6,6.6,5.6,1.1,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,79.7,84.3,85.6,81.9,81.6,83.0,65.3,70.8,74.1,75.8,74.3,73.5,74.5,39.7,43.4,46.9,46.2,45.8,49.5,48.6,26.7,29.9,33.6,34.1,34.3,31.5,34.9
E14000743,17.4,15.2,17.4,17.4,11.9,10.9,11.6,13.1,9.8,13.2,11.9,7.8,7.9,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1,79.4,75.3,78.2,78.5,81.7,77.3,70.5,70.5,67.0,68.2,69.7,73.3,71.3,43.4,45.0,42.4,43.5,50.8,42.1,45.6,30.9,30.5,33.5,32.7,37.4,30.3,36.4
E14000744,22.9,14.1,14.0,17.6,20.4,19.5,12.8,14.6,9.4,8.0,9.5,12.0,14.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,83.2,81.9,89.1,79.2,84.2,83.5,75.9,75.0,72.3,79.0,71.4,78.6,70.7,47.9,46.3,43.5,43.7,41.9,53.0,45.7,34.5,36.5,30.1,31.6,30.5,38.3,31.9
E14000745,10.7,10.0,11.5,11.8,9.9,7.0,9.1,7.1,0.0,7.4,5.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,74.9,78.3,85.5,73.1,73.1,80.5,71.0,66.1,67.5,76.3,66.0,63.4,73.0,42.4,35.8,39.9,48.2,41.9,39.1,46.6,31.8,25.1,24.5,35.5,30.1,29.1,30.9
E14000746,14.7,14.2,15.9,13.6,10.9,10.4,9.3,9.7,11.1,10.1,9.7,8.4,7.1,5.4,4.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,78.5,76.7,83.2,74.8,82.3,77.9,69.1,69.1,66.5,74.4,67.7,74.5,71.1,43.3,44.2,44.5,48.3,41.4,47.0,40.8,31.6,35.1,35.0,34.8,29.3,37.5,32.8
E14000747,7.6,11.6,7.9,10.1,9.1,6.9,5.1,5.5,8.6,6.1,7.5,6.0,5.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,68.7,71.0,73.9,67.5,68.1,69.7,58.9,61.4,61.0,65.7,59.3,61.3,61.2,32.6,37.5,36.0,36.1,34.3,35.1,34.9,24.0,28.5,27.9,26.0,22.9,24.9,25.3
E14000748,15.3,16.2,14.2,13.7,15.2,13.8,9.9,11.0,11.8,10.4,9.0,10.0,9.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7,85.0,79.6,86.4,80.8,80.3,81.2,70.2,79.4,71.2,75.3,76.0,72.9,73.3,48.8,49.5,44.5,45.4,50.0,49.9,47.3,35.0,37.4,32.4,34.5,38.7,38.2,38.0
E14000749,21.7,21.8,17.2,20.3,20.3,19.9,17.0,14.2,13.6,12.1,13.9,13.2,13.5,11.9,3.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,82.8,84.6,85.5,82.1,83.6,84.8,70.9,75.0,75.2,77.9,73.8,76.9,78.2,46.3,49.2,47.7,48.9,48.8,51.8,51.7,34.2,37.2,33.9,33.8,36.6,36.5,37.4
E14000750,17.9,21.3,20.2,18.8,22.3,22.6,20.6,13.9,15.3,14.5,15.9,15.6,17.5,16.5,8.4,7.6,10.1,10.6,7.8,8.6,10.0,6.4,0.0,6.7,0.0,0.0,0.0,5.9,83.3,83.5,84.1,86.1,78.1,82.4,82.3,77.5,77.9,78.9,76.5,71.6,76.6,76.4,55.1,55.7,58.7,49.2,55.0,51.8,50.1,42.4,41.9,46.9,35.0,44.6,40.5,41.9
E14000751,9.7,11.7,5.9,7.5,8.7,6.7,7.8,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,74.6,78.6,81.9,68.6,75.0,71.6,71.0,67.1,73.4,73.7,61.3,65.3,64.6,42.4,40.6,50.4,43.1,39.4,39.3,38.1,30.6,28.7,38.2,32.5,29.6,28.2,27.8
E14000752,18.9,18.5,15.6,19.6,18.6,18.1,17.4,13.8,15.1,11.2,15.0,14.2,12.1,12.0,9.3,8.2,6.7,9.2,0.0,0.0,5.7,4.5,6.2,0.0,0.0,0.0,0.0,0.0,81.0,82.8,78.8,82.8,77.1,77.3,85.4,75.3,76.1,73.2,76.1,69.3,70.5,78.5,49.5,48.2,50.4,48.2,45.8,47.8,53.1,35.2,38.5,38.7,35.2,31.9,34.3,37.0
E14000753,20.6,19.4,15.1,15.9,16.1,13.3,12.7,13.8,11.4,9.3,9.8,11.0,9.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,82.7,83.2,85.7,80.0,86.6,83.2,71.3,73.1,76.2,76.4,71.7,80.4,74.8,43.4,44.2,48.3,50.2,47.2,53.8,46.6,31.2,33.7,34.3,37.5,35.9,40.1,34.7
E14000754,8.5,11.6,11.8,9.3,10.9,6.9,11.6,6.6,7.2,9.1,6.2,7.1,0.0,7.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,73.5,77.4,71.7,74.6,75.2,73.5,61.1,63.5,69.2,63.0,66.2,67.6,63.5,38.0,34.9,44.2,39.1,39.3,42.5,39.6,27.2,25.4,30.4,31.1,27.1,31.9,29.3
E14000755,28.7,22.6,25.9,22.5,21.3,16.9,23.9,21.5,17.2,19.6,16.2,16.0,11.3,18.8,13.7,6.9,10.6,6.4,7.2,0.0,9.7,9.9,0.0,0.0,0.0,0.0,0.0,0.0,86.0,87.7,86.5,88.3,80.2,83.0,79.2,78.5,79.8,78.7,83.5,74.3,76.4,72.8,53.3,52.2,52.5,59.7,56.7,53.3,54.2,37.7,42.2,39.4,43.7,46.9,36.5,40.5
E14000756,10.0,9.7,11.4,11.3,10.0,7.2,10.8,7.0,5.8,0.0,7.0,5.9,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,74.2,71.7,74.3,69.4,73.3,70.9,63.8,64.2,59.8,66.0,61.1,61.2,63.3,36.1,36.4,33.5,36.4,38.0,34.0,38.1,26.7,25.2,25.4,25.8,29.0,24.1,26.7
E14000757,24.6,19.6,22.5,17.1,25.4,17.8,18.0,14.6,11.5,15.9,12.7,17.5,12.4,11.4,0.0,0.0,8.8,5.7,6.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,78.2,78.8,79.3,78.5,85.0,82.3,65.0,74.3,70.4,68.0,71.5,77.2,72.9,34.8,47.7,41.2,42.7,45.2,46.7,43.1,24.1,36.7,29.2,31.8,36.7,35.3,31.8
E14000758,8.5,12.1,9.6,8.3,7.3,5.8,0.9,0.5,8.3,7.5,5.7,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,73.5,67.0,76.2,69.7,78.1,70.5,62.6,64.7,57.7,65.9,60.1,68.3,62.1,33.8,40.3,34.7,38.8,33.3,42.5,39.2,26.0,28.6,26.9,28.3,23.6,31.2,27.8
