ONSConstID,ConstituencyName,RegNationID,RegNationName,NatComparator,con_pc→European Union,con_pc→Rest of world,con_pc→UK,rn_pc→European Union,rn_pc→Rest of world,rn_pc→UK,uk_pc→European Union,uk_pc→Rest of world,uk_pc→UK
W07000094,Clwyd East,W92000004,Wales,England & Wales,0.019,0.021,0.96,0.029,0.04,0.931,0.06,0.101,0.84
W07000095,Clwyd North,W92000004,Wales,England & Wales,0.021,0.031,0.948,0.029,0.04,0.931,0.06,0.101,0.84
W07000096,Dwyfor Meirionnydd,W92000004,Wales,England & Wales,0.018,0.016,0.966,0.029,0.04,0.931,0.06,0.101,0.84
W07000097,Gower,W92000004,Wales,England & Wales,0.019,0.033,0.948,0.029,0.04,0.931,0.06,0.101,0.84
W07000098,Llanelli,W92000004,Wales,England & Wales,0.032,0.021,0.947,0.029,0.04,0.931,0.06,0.101,0.84
W07000099,Merthyr Tydfil & Aberdare,W92000004,Wales,England & Wales,0.027,0.018,0.955,0.029,0.04,0.931,0.06,0.101,0.84
W07000100,Mid & South Pembrokeshire,W92000004,Wales,England & Wales,0.025,0.024,0.951,0.029,0.04,0.931,0.06,0.101,0.84
W07000101,Monmouthshire,W92000004,Wales,England & Wales,0.023,0.032,0.945,0.029,0.04,0.931,0.06,0.101,0.84
W07000102,Montgomeryshire & Glyndwr,W92000004,Wales,England & Wales,0.028,0.019,0.954,0.029,0.04,0.931,0.06,0.101,0.84
W07000103,Neath & Swansea East,W92000004,Wales,England & Wales,0.023,0.029,0.948,0.029,0.04,0.931,0.06,0.101,0.84
W07000104,Newport East,W92000004,Wales,England & Wales,0.058,0.079,0.862,0.029,0.04,0.931,0.06,0.101,0.84
W07000105,Newport West & Islwyn,W92000004,Wales,England & Wales,0.023,0.034,0.943,0.029,0.04,0.931,0.06,0.101,0.84
W07000106,Pontypridd,W92000004,Wales,England & Wales,0.02,0.029,0.951,0.029,0.04,0.931,0.06,0.101,0.84
W07000107,Rhondda & Ogmore,W92000004,Wales,England & Wales,0.011,0.015,0.974,0.029,0.04,0.931,0.06,0.101,0.84
W07000108,Swansea West,W92000004,Wales,England & Wales,0.047,0.092,0.861,0.029,0.04,0.931,0.06,0.101,0.84
W07000109,Torfaen,W92000004,Wales,England & Wales,0.015,0.02,0.964,0.029,0.04,0.931,0.06,0.101,0.84
W07000110,Vale of Glamorgan,W92000004,Wales,England & Wales,0.021,0.03,0.949,0.029,0.04,0.931,0.06,0.101,0.84
W07000111,Wrexham,W92000004,Wales,England & Wales,0.059,0.032,0.909,0.029,0.04,0.931,0.06,0.101,0.84
W07000112,Ynys Môn,W92000004,Wales,England & Wales,0.017,0.017,0.967,0.029,0.04,0.931,0.06,0.101,0.84
