Station name,Station code,Operator,PCON24CD,PCON24NM,Longitude,Latitude
Royston,RYS,Govia Thameslink Railway (Great Northern),E14001393,North East Hertfordshire,-0.02692,52.05308
Ruabon,RUA,TfW Rail,W07000102,Montgomeryshire and Glyndwr,-3.04314,52.98714
Rufford,RUF,Northern Trains,E14001504,Southport,-2.80784,53.63447
Rugby,RUG,Avanti West Coast,E14001453,Rugby,-1.25048,52.37909
Rugeley Town,RGT,West Midlands Trains (West Midlands Railway),E14001150,Cannock Chase,-1.93684,52.75438
Rugeley Trent Valley,RGL,West Midlands Trains (West Midlands Railway),E14001335,Lichfield,-1.92985,52.76966
Runcorn,RUN,Avanti West Coast,E14001455,Runcorn and Helsby,-2.73925,53.3387
Runcorn East,RUE,TfW Rail,E14001455,Runcorn and Helsby,-2.6657,53.32757
Ruskington,RKT,East Midlands Railway,E14001476,Sleaford and North Hykeham,-0.38076,53.04146
Ruswarp,RUS,Northern Trains,E14001461,Scarborough and Whitby,-0.62777,54.47019
Rutherglen,RUT,ScotRail,S14000104,Rutherglen,-4.21211,55.8306
Ryde Esplanade,RYD,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.15962,50.73287
Ryde Pier Head,RYP,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.16013,50.73919
Ryde St Johns Road,RYR,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.15657,50.72437
Ryder Brow,RRB,Northern Trains,E14001251,Gorton and Denton,-2.17309,53.45658
Rye (Sussex),RYE,Govia Thameslink Railway (Southern),E14001274,Hastings and Rye,0.7307,50.95237
Rye House,RYH,Greater Anglia,E14001139,Broxbourne,0.00563,51.76941
Salford Central,SFD,Northern Trains,E14001459,Salford,-2.25484,53.48309
Salford Crescent,SLD,Northern Trains,E14001459,Salford,-2.27575,53.48659
Salfords (Surrey),SAF,Govia Thameslink Railway (Southern),E14001201,Dorking and Horley,-0.16249,51.20175
Salhouse,SAH,Greater Anglia,E14001136,Broadland and Fakenham,1.39142,52.67557
Salisbury,SAL,South Western Railway,E14001460,Salisbury,-1.80639,51.07055
Saltaire,SAE,Northern Trains,E14001472,Shipley,-1.79048,53.83849
Saltash,STS,Great Western Railway,E14001486,South East Cornwall,-4.20911,50.40736
Saltburn,SLB,Northern Trains,E14001440,Redcar,-0.97413,54.58345
Saltcoats,SLT,ScotRail,S14000048,North Ayrshire and Arran,-4.78429,55.63389
Saltmarshe,SAM,Northern Trains,E14001250,Goole and Pocklington,-0.80949,53.72192
Salwick,SLW,Northern Trains,E14001242,Fylde,-2.81704,53.78154
Sampford Courtenay,SMC,Dartmoor Railway,E14001155,Central Devon,-3.94889,50.77011
Sandal and Agbrigg,SNA,Northern Trains,E14001418,Ossett and Denby Dale,-1.48142,53.66308
Sandbach,SDB,Northern Trains,E14001178,Congleton,-2.39351,53.15017
Sanderstead,SNR,Govia Thameslink Railway (Southern),E14001187,Croydon South,-0.09368,51.34828
Sandhills,SDL,Merseyrail,E14001338,Liverpool Riverside,-2.99149,53.42994
Sandhurst (Berks),SND,Great Western Railway,E14001117,Bracknell,-0.80459,51.34693
Sandling,SDG,Southeastern,E14001239,Folkestone and Hythe,1.06604,51.09037
Sandown,SAN,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.16239,50.65687
Sandplace,SDP,Great Western Railway,E14001486,South East Cornwall,-4.46448,50.38676
Sandwell and Dudley,SAD,West Midlands Trains (West Midlands Railway),E14001574,West Bromwich,-2.0116,52.50866
Sandwich,SDW,Southeastern,E14001282,Herne Bay and Sandwich,1.34257,51.2699
Sandy,SDY,Govia Thameslink Railway (Great Northern),E14001384,North Bedfordshire,-0.28119,52.12473
Sankey For Penketh,SNK,Northern Trains,E14001565,Warrington South,-2.65047,53.39246
Sanquhar,SQH,ScotRail,S14000074,"Dumfriesshire, Clydesdale and Tweeddale",-3.92452,55.37017
Sarn,SRR,TfW Rail,W07000086,Bridgend,-3.58991,51.53872
Saundersfoot,SDF,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.71658,51.7221
Saunderton,SDR,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.82547,51.6759
Sawbridgeworth,SAW,Greater Anglia,E14001283,Hertford and Stortford,0.16041,51.81435
Saxilby,SXY,East Midlands Railway,E14001243,Gainsborough,-0.66404,53.2672
Saxmundham,SAX,Greater Anglia,E14001530,Suffolk Coastal,1.49016,52.21489
Scarborough,SCA,TransPennine Express,E14001461,Scarborough and Whitby,-0.4057,54.27979
Scotscalder,SCT,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.55205,58.48299
Scotstounhill,SCH,ScotRail,S14000089,Glasgow West,-4.35289,55.88515
Scunthorpe,SCU,TransPennine Express,E14001462,Scunthorpe,-0.65098,53.58617
Sea Mills,SML,Great Western Railway,E14001134,Bristol North West,-2.64995,51.48
Seaford (Sussex),SEF,Govia Thameslink Railway (Southern),E14001330,Lewes,0.10013,50.77284
Seaforth and Litherland,SFL,Merseyrail,E14001113,Bootle,-3.00562,53.46627
Seaham,SEA,Northern Trains,E14001211,Easington,-1.34634,54.83906
Seamer,SEM,TransPennine Express,E14001461,Scarborough and Whitby,-0.41703,54.24075
Seascale,SSC,Northern Trains,E14001583,Whitehaven and Workington,-3.48451,54.39588
Seaton Carew,SEC,Northern Trains,E14001272,Hartlepool,-1.20043,54.65831
Seer Green,SRG,Chiltern Railways,E14001162,Chesham and Amersham,-0.60782,51.60984
Selby,SBY,TransPennine Express,E14001464,Selby,-1.06379,53.78279
Selhurst,SRS,Govia Thameslink Railway (Southern),E14001188,Croydon West,-0.0883,51.39193
Sellafield,SEL,Northern Trains,E14001583,Whitehaven and Workington,-3.51046,54.41659
Selling,SEG,Southeastern,E14001235,Faversham and Mid Kent,0.94087,51.27735
Selly Oak,SLY,West Midlands Trains (West Midlands Railway),E14001099,Birmingham Selly Oak,-1.93581,52.44198
Settle,SET,Northern Trains,E14001475,Skipton and Ripon,-2.28071,54.06692
Seven Kings,SVK,TfL Rail,E14001301,Ilford South,0.0971,51.56402
Seven Sisters,SVS,London Overground,E14001553,Tottenham,-0.07527,51.58227
Sevenoaks,SEV,Southeastern,E14001465,Sevenoaks,0.18167,51.27686
Severn Beach,SVB,Great Western Railway,E14001545,Thornbury and Yate,-2.66448,51.56003
Severn Tunnel Junction,STJ,TfW Rail,W07000101,Monmouthshire,-2.77789,51.58468
Shadwell,SDE,London Overground,E14001086,Bethnal Green and Stepney,-0.05693,51.51128
Shalford (Surrey),SFR,Great Western Railway,E14001249,Godalming and Ash,-0.5668,51.21432
Shanklin,SHN,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.17983,50.63391
Shawfair,SFI,ScotRail,S14000045,Midlothian,-3.07871,55.91994
Shawford,SHW,South Western Railway,E14001587,Winchester,-1.32777,51.02213
Shawlands,SHL,ScotRail,S14000087,Glasgow South,-4.29234,55.82922
Sheerness-On-Sea,SSS,Southeastern,E14001474,Sittingbourne and Sheppey,0.75853,51.44106
Sheffield,SHF,East Midlands Railway,E14001467,Sheffield Central,-1.46211,53.37822
Shelford (Cambs),SED,Greater Anglia,E14001481,South Cambridgeshire,0.13998,52.14883
Shenfield,SNF,Greater Anglia,E14001125,Brentwood and Ongar,0.32985,51.63088
Shenstone,SEN,West Midlands Trains (West Midlands Railway),E14001538,Tamworth,-1.8442,52.63936
Shepherd's Bush,SPB,London Overground,E14001264,Hammersmith and Chiswick,-0.21765,51.50528
Shepherds Well,SPH,Southeastern,E14001202,Dover and Deal,1.22991,51.1884
Shepley,SPY,Northern Trains,E14001418,Ossett and Denby Dale,-1.70493,53.58874
Shepperton,SHP,South Western Railway,E14001505,Spelthorne,-0.44679,51.3968
Shepreth,STH,Govia Thameslink Railway (Great Northern),E14001481,South Cambridgeshire,0.03132,52.11416
Sherborne,SHE,South Western Railway,E14001575,West Dorset,-2.51307,50.94402
Sherburn-In-Elmet,SIE,Northern Trains,E14001464,Selby,-1.23268,53.79715
Sheringham,SHM,Greater Anglia,E14001396,North Norfolk,1.21032,52.94142
Shettleston,SLS,ScotRail,S14000084,Glasgow East,-4.16004,55.85354
Shieldmuir,SDM,ScotRail,S14000099,"Motherwell, Wishaw and Carluke",-3.95699,55.7775
Shifnal,SFN,West Midlands Trains (West Midlands Railway),E14001543,The Wrekin,-2.37184,52.66607
Shildon,SHD,Northern Trains,E14001101,Bishop Auckland,-1.63661,54.62617
Shiplake,SHI,Great Western Railway,E14001280,Henley and Thame,-0.8826,51.51146
Shipley (Yorks),SHY,Northern Trains,E14001472,Shipley,-1.77349,53.83305
Shippea Hill,SPP,Greater Anglia,E14001224,Ely and East Cambridgeshire,0.41335,52.43021
Shipton,SIP,Great Western Railway,E14001591,Witney,-1.59269,51.86566
Shirebrook,SHB,East Midlands Railway,E14001109,Bolsover,-1.20244,53.20424
Shirehampton,SHH,Great Western Railway,E14001134,Bristol North West,-2.67928,51.48435
Shireoaks,SRO,Northern Trains,E14001079,Bassetlaw,-1.16799,53.32478
Shirley,SRL,West Midlands Trains (West Midlands Railway),E14001479,Solihull West and Shirley,-1.84518,52.40342
Shoeburyness,SRY,c2c,E14001501,Southend East and Rochford,0.79534,51.53097
Sholing,SHO,South Western Railway,E14001499,Southampton Itchen,-1.36492,50.89675
Shoreditch High Street,SDC,London Overground,E14001086,Bethnal Green and Stepney,-0.07525,51.52337
Shoreham (Kent),SEH,Southeastern,E14001465,Sevenoaks,0.18889,51.33222
Shoreham-By-Sea,SSE,Govia Thameslink Railway (Southern),E14001218,East Worthing and Shoreham,-0.27172,50.83443
Shortlands,SRT,Southeastern,E14001083,Beckenham and Penge,0.00178,51.4058
Shotton,SHT,TfW Rail,W07000082,Alyn and Deeside,-3.03842,53.21254
Shotts,SHS,ScotRail,S14000063,Airdrie and Shotts,-3.79832,55.81865
Shrewsbury,SHR,TfW Rail,E14001473,Shrewsbury,-2.74976,52.71193
Sidcup,SID,Southeastern,E14001414,Old Bexley and Sidcup,0.10379,51.43387
Sileby,SIL,East Midlands Railway,E14001357,Melton and Syston,-1.10999,52.73159
Silecroft,SIC,Northern Trains,E14001076,Barrow and Furness,-3.33444,54.22596
Silkstone Common,SLK,Northern Trains,E14001423,Penistone and Stocksbridge,-1.56348,53.53492
Silver Street,SLV,London Overground,E14001221,Edmonton and Winchmore Hill,-0.06724,51.61469
Silverdale,SVR,Northern Trains,E14001372,Morecambe and Lunesdale,-2.80384,54.16991
Singer,SIN,ScotRail,S14000106,West Dunbartonshire,-4.40549,55.90768
Sittingbourne,SIT,Southeastern,E14001474,Sittingbourne and Sheppey,0.73468,51.34197
Skegness,SKG,East Midlands Railway,E14001114,Boston and Skegness,0.33435,53.14318
Skewen,SKE,TfW Rail,W07000103,Neath and Swansea East,-3.84651,51.66139
Skipton,SKI,Northern Trains,E14001475,Skipton and Ripon,-2.02587,53.95869
Slade Green,SGR,Southeastern,E14001089,Bexleyheath and Crayford,0.19049,51.46778
Slaithwaite,SWT,Northern Trains,E14001177,Colne Valley,-1.88158,53.62383
Slateford,SLA,ScotRail,S14000081,Edinburgh South West,-3.24346,55.92669
Sleaford,SLR,East Midlands Railway,E14001476,Sleaford and North Hykeham,-0.41035,52.99547
Sleights,SLH,Northern Trains,E14001461,Scarborough and Whitby,-0.66248,54.46105
Slough,SLO,Great Western Railway,E14001477,Slough,-0.59151,51.51188
Small Heath,SMA,West Midlands Trains (West Midlands Railway),E14001094,Birmingham Hall Green and Moseley,-1.85939,52.46376
Smallbrook Junction,SAB,South Western Railway (Island Line),E14001303,Isle of Wight East,-1.1542,50.7111
Smethwick Galton Bridge,SGB,West Midlands Trains (West Midlands Railway),E14001478,Smethwick,-1.98051,52.50178
Smethwick Rolfe Street,SMR,West Midlands Trains (West Midlands Railway),E14001478,Smethwick,-1.97064,52.49639
Smithy Bridge,SMB,Northern Trains,E14001446,Rochdale,-2.1135,53.63326
Snaith,SNI,Northern Trains,E14001250,Goole and Pocklington,-1.02846,53.69311
Snodland,SDA,Southeastern,E14001157,Chatham and Aylesford,0.44824,51.33023
Snowdown,SWO,Southeastern,E14001202,Dover and Deal,1.21371,51.2153
Soham,SOJ,Greater Anglia,E14001224,Ely and East Cambridgeshire,0.3277,52.33415
Sole Street,SOR,Southeastern,E14001254,Gravesham,0.3781,51.38314
Solihull,SOL,Chiltern Railways,E14001358,Meriden and Solihull East,-1.78839,52.41439
Somerleyton,SYT,Greater Anglia,E14001344,Lowestoft,1.65226,52.51023
South Acton,SAT,London Overground,E14001207,Ealing Central and Acton,-0.27016,51.49969
South Bank,SBK,Northern Trains,E14001440,Redcar,-1.17667,54.58383
South Bermondsey,SBM,Govia Thameslink Railway (Southern),E14001421,Peckham,-0.05468,51.48813
South Croydon,SCY,Govia Thameslink Railway (Southern),E14001187,Croydon South,-0.09346,51.36296
South Elmsall,SES,Northern Trains,E14001383,Normanton and Hemsworth,-1.28486,53.59461
South Greenford,SGN,Great Western Railway,E14001208,Ealing North,-0.3367,51.53375
South Gyle,SGL,ScotRail,S14000082,Edinburgh West,-3.29948,55.93636
South Hampstead,SOH,London Overground,E14001265,Hampstead and Highgate,-0.17888,51.54143
South Kenton,SOK,London Underground,E14001123,Brent West,-0.30846,51.57021
South Merton,SMO,Govia Thameslink Railway (Thameslink),E14001371,Mitcham and Morden,-0.20516,51.40299
South Milford,SOM,Northern Trains,E14001464,Selby,-1.25053,53.78233
South Ruislip,SRU,London Underground,E14001558,Uxbridge and South Ruislip,-0.39926,51.55692
South Tottenham,STO,London Overground,E14001553,Tottenham,-0.0721,51.58037
South Wigston,SWS,East Midlands Railway,E14001266,"Harborough, Oadby and Wigston",-1.13408,52.58222
South Woodham Ferrers,SOF,Greater Anglia,E14001351,Maldon,0.60651,51.64946
Southall,STL,TfL Rail,E14001209,Ealing Southall,-0.37861,51.50596
Southampton Airport Parkway,SOA,South Western Railway,E14001220,Eastleigh,-1.3631,50.95082
Southampton Central,SOU,South Western Railway,E14001499,Southampton Itchen,-1.4136,50.90745
Southbourne,SOB,Govia Thameslink Railway (Southern),E14001166,Chichester,-0.90811,50.84828
Southbury,SBU,London Overground,E14001225,Enfield North,-0.05244,51.6487
Southease,SEE,Govia Thameslink Railway (Southern),E14001330,Lewes,0.03064,50.83126
Southend Airport,SIA,Stobart Rail,E14001501,Southend East and Rochford,0.70505,51.56867
Southend Central,SOC,c2c,E14001501,Southend East and Rochford,0.71173,51.53706
Southend East,SOE,c2c,E14001501,Southend East and Rochford,0.73181,51.53897
Southend Victoria,SOV,Greater Anglia,E14001501,Southend East and Rochford,0.7115,51.54151
Southminster,SMN,Greater Anglia,E14001351,Maldon,0.83519,51.66062
Southport,SOP,Merseyrail,E14001504,Southport,-3.00244,53.64652
Southwick,SWK,Govia Thameslink Railway (Southern),E14001218,East Worthing and Shoreham,-0.23596,50.83251
Sowerby Bridge,SOW,Northern Trains,E14001262,Halifax,-1.90702,53.70785
Spalding,SPA,East Midlands Railway,E14001487,South Holland and The Deepings,-0.15688,52.78881
Spean Bridge,SBR,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-4.92161,56.89002
Spital,SPI,Merseyrail,E14001222,Ellesmere Port and Bromborough,-2.99391,53.33994
Spondon,SPO,East Midlands Railway,E14001362,Mid Derbyshire,-1.41109,52.91222
Spooner Row,SPN,Greater Anglia,E14001489,South Norfolk,1.08648,52.53499
Spring Road,SRI,West Midlands Trains (West Midlands Railway),E14001100,Birmingham Yardley,-1.83739,52.44342
Springburn,SPR,ScotRail,S14000086,Glasgow North East,-4.23054,55.88194
Springfield,SPF,ScotRail,S14000100,North East Fife,-3.05245,56.29497
Squires Gate,SQU,Northern Trains,E14001242,Fylde,-3.0503,53.77734
St Albans Abbey,SAA,West Midlands Trains (London Northwestern Railway),E14001507,St Albans,-0.34257,51.74473
St Albans City,SAC,Govia Thameslink Railway (Thameslink),E14001507,St Albans,-0.32754,51.75047
St Andrews Road,SAR,Great Western Railway,E14001134,Bristol North West,-2.69631,51.51277
St Annes-On-The-Sea,SAS,Northern Trains,E14001242,Fylde,-3.0291,53.75303
St Austell,SAU,Great Western Railway,E14001508,St Austell and Newquay,-4.78936,50.33952
St Bees,SBS,Northern Trains,E14001583,Whitehaven and Workington,-3.59115,54.49254
St Budeaux Ferry Road,SBF,Great Western Railway,E14001426,Plymouth Moor View,-4.18681,50.4014
St Budeaux Victoria Road,SBV,Great Western Railway,E14001426,Plymouth Moor View,-4.1874,50.40202
St Columb Road,SCR,Great Western Railway,E14001508,St Austell and Newquay,-4.94076,50.39871
St Denys,SDN,South Western Railway,E14001500,Southampton Test,-1.38776,50.92219
St Erth,SER,Great Western Railway,E14001511,St Ives,-5.44425,50.1705
St Germans,SGM,Great Western Railway,E14001486,South East Cornwall,-4.30841,50.39428
St Helens Central,SNH,Northern Trains,E14001510,St Helens South and Whiston,-2.73031,53.45313
St Helens Junction,SHJ,Northern Trains,E14001510,St Helens South and Whiston,-2.70026,53.43373
St Helier,SIH,Govia Thameslink Railway (Thameslink),E14001371,Mitcham and Morden,-0.19877,51.3899
St Ives (Cornwall),SIV,Great Western Railway,E14001511,St Ives,-5.47791,50.20905
St James Park (Exeter),SJP,Great Western Railway,E14001231,Exeter,-3.52199,50.73116
St James Street,SJS,London Overground,E14001563,Walthamstow,-0.03292,51.58098
St Johns,SAJ,Southeastern,E14001332,Lewisham North,-0.02272,51.46939
St Keyne Wishing Well Halt,SKN,Great Western Railway,E14001486,South East Cornwall,-4.46352,50.42305
St Leonards Warrior Square,SLQ,Southeastern,E14001274,Hastings and Rye,0.56028,50.85569
St Margarets,SMG,South Western Railway,E14001556,Twickenham,-0.3202,51.45523
St Margarets (Herts),SMT,Greater Anglia,E14001139,Broxbourne,0.00127,51.78784
St Mary Cray,SMY,Southeastern,E14001417,Orpington,0.10638,51.39475
St Michaels,STM,Merseyrail,E14001340,Liverpool Wavertree,-2.9528,53.3756
St Neots,SNO,Govia Thameslink Railway (Great Northern),E14001512,St Neots and Mid Cambridgeshire,-0.24741,52.23157
St Pancras,STP,Network Rail,E14001290,Holborn and St Pancras,-0.12719,51.53239
Stafford,STA,Avanti West Coast,E14001513,Stafford,-2.12204,52.80389
Staines,SNS,South Western Railway,E14001505,Spelthorne,-0.50316,51.43245
Stallingborough,SLL,Northern Trains,E14001128,Brigg and Immingham,-0.18367,53.58709
Stalybridge,SYB,TransPennine Express,E14001515,Stalybridge and Hyde,-2.06274,53.48458
Stamford (Lincs),SMD,East Midlands Railway,E14001458,Rutland and Stamford,-0.48012,52.64783
Stamford Hill,SMH,London Overground,E14001553,Tottenham,-0.07668,51.57447
Stanford-Le-Hope,SFO,c2c,E14001480,South Basildon and East Thurrock,0.42304,51.51436
Stanlow and Thornton,SNT,Northern Trains,E14001455,Runcorn and Helsby,-2.84205,53.27837
Stansted Airport,SSD,Greater Anglia,E14001402,North West Essex,0.26082,51.88859
Stansted Mountfitchet,SST,Greater Anglia,E14001402,North West Essex,0.19978,51.90144
Staplehurst,SPU,Southeastern,E14001570,Weald of Kent,0.55044,51.17146
Stapleton Road,SRD,Great Western Railway,E14001132,Bristol East,-2.56622,51.46751
Starbeck,SBE,Northern Trains,E14001269,Harrogate and Knaresborough,-1.50113,53.999
Starcross,SCS,Great Western Railway,E14001381,Newton Abbot,-3.4477,50.6278
Staveley (Cumbria),SVL,Northern Trains,E14001580,Westmorland and Lonsdale,-2.81886,54.37554
Stechford,SCF,West Midlands Trains (West Midlands Railway),E14001100,Birmingham Yardley,-1.81103,52.48482
Steeton and Silsden,SON,Northern Trains,E14001308,Keighley and Ilkley,-1.94472,53.90003
Stepps,SPS,ScotRail,S14000072,Cumbernauld and Kirkintilloch,-4.14081,55.89014
Stevenage,SVG,Govia Thameslink Railway (Great Northern),E14001516,Stevenage,-0.20711,51.90169
Stevenston,STV,ScotRail,S14000048,North Ayrshire and Arran,-4.75079,55.63428
Stewartby,SWR,West Midlands Trains (London Northwestern Railway),E14001359,Mid Bedfordshire,-0.52069,52.06908
Stewarton,STT,ScotRail,S14000110,Kilmarnock and Loudoun,-4.51806,55.68216
Stirling,STG,ScotRail,S14000105,Stirling and Strathallan,-3.93562,56.11982
Stockport,SPT,Avanti West Coast,E14001517,Stockport,-2.16301,53.40554
Stocksfield,SKS,Northern Trains,E14001285,Hexham,-1.91676,54.94705
Stocksmoor,SSM,Northern Trains,E14001418,Ossett and Denby Dale,-1.72325,53.59409
Stockton,STK,Northern Trains,E14001518,Stockton North,-1.31854,54.56962
Stoke Mandeville,SKM,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.78409,51.7878
Stoke Newington,SKW,London Overground,E14001259,Hackney North and Stoke Newington,-0.07289,51.56523
Stoke-On-Trent,SOT,Avanti West Coast,E14001520,Stoke-on-Trent Central,-2.18099,53.00798
Stone (Staffs),SNE,West Midlands Trains (West Midlands Railway),E14001523,"Stone, Great Wyrley and Penkridge",-2.15504,52.90833
Stone Crossing,SCG,Southeastern,E14001191,Dartford,0.26377,51.45133
Stonebridge Park,SBP,London Underground,E14001123,Brent West,-0.27583,51.54411
Stonegate,SOG,Southeastern,E14001088,Bexhill and Battle,0.36387,51.01997
Stonehaven,STN,ScotRail,S14000111,West Aberdeenshire and Kincardine,-2.2253,56.96683
Stonehouse,SHU,Great Western Railway,E14001529,Stroud,-2.2795,51.74589
Stoneleigh,SNL,South Western Railway,E14001227,Epsom and Ewell,-0.24867,51.3634
Stourbridge Junction,SBJ,West Midlands Trains (West Midlands Railway),E14001524,Stourbridge,-2.13388,52.44754
Stourbridge Town,SBT,West Midlands Trains (West Midlands Railway),E14001524,Stourbridge,-2.14182,52.45558
Stow,SOI,ScotRail,S14000108,"Berwickshire, Roxburgh and Selkirk",-2.86595,55.69242
Stowmarket,SMK,Greater Anglia,E14001146,Bury St Edmunds and Stowmarket,1.00001,52.18971
Stranraer,STR,ScotRail,S14000073,Dumfries and Galloway,-5.02474,54.90961
Stratford,SRA,TfL Rail,E14001525,Stratford and Bow,-0.0034,51.54189
Stratford International,SFA,HS1 Ltd,E14001525,Stratford and Bow,-0.00878,51.54483
Stratford-Upon-Avon,SAV,West Midlands Trains (West Midlands Railway),E14001526,Stratford-on-Avon,-1.71629,52.19425
Stratford-upon-Avon Parkway,STY,West Midlands Trains (West Midlands Railway),E14001526,Stratford-on-Avon,-1.73084,52.20678
Strathcarron,STC,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-5.42861,57.42274
Strawberry Hill,STW,South Western Railway,E14001556,Twickenham,-0.33936,51.43896
Streatham,STE,Govia Thameslink Railway (Southern),E14001527,Streatham and Croydon North,-0.13155,51.42581
Streatham Common,SRC,Govia Thameslink Railway (Southern),E14001527,Streatham and Croydon North,-0.13601,51.41873
Streatham Hill,SRH,Govia Thameslink Railway (Southern),E14001527,Streatham and Croydon North,-0.12716,51.43819
Streethouse,SHC,Northern Trains,E14001383,Normanton and Hemsworth,-1.40012,53.67615
Strines,SRN,Northern Trains,E14001277,Hazel Grove,-2.03392,53.37504
Stromeferry,STF,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-5.55116,57.3523
Strood (Kent),SOO,Southeastern,E14001447,Rochester and Strood,0.50019,51.39655
Stroud (Gloucs),STD,Great Western Railway,E14001529,Stroud,-2.21938,51.74462
Sturry,STU,Southeastern,E14001282,Herne Bay and Sandwich,1.12226,51.30107
Styal,SYA,Northern Trains,E14001539,Tatton,-2.24046,53.34833
Sudbury (Suffolk),SUY,Greater Anglia,E14001494,South Suffolk,0.73544,52.03628
Sudbury and Harrow Road,SUD,Chiltern Railways,E14001123,Brent West,-0.31547,51.5544
Sudbury Hill Harrow,SDH,Chiltern Railways,E14001271,Harrow West,-0.3358,51.55846
Sugar Loaf,SUG,TfW Rail,W07000085,"Brecon, Radnor and Cwm Tawe",-3.68695,52.08227
Summerston,SUM,ScotRail,S14000085,Glasgow North,-4.29154,55.89884
Sunbury,SUU,South Western Railway,E14001505,Spelthorne,-0.41778,51.41831
Sunderland,SUN,Northern Trains,E14001531,Sunderland Central,-1.3823,54.90534
Sundridge Park,SUP,Southeastern,E14001137,Bromley and Biggin Hill,0.02145,51.41378
Sunningdale,SNG,South Western Railway,E14001588,Windsor,-0.63304,51.39194
Sunnymeads,SNY,South Western Railway,E14001588,Windsor,-0.55937,51.47029
Surbiton,SUR,South Western Railway,E14001312,Kingston and Surbiton,-0.30396,51.39246
Surrey Quays,SQE,London Overground,E14001085,Bermondsey and Old Southwark,-0.04752,51.49319
Sutton,SUO,Govia Thameslink Railway (Southern),E14001534,Sutton and Cheam,-0.19121,51.35953
Sutton Coldfield,SUT,West Midlands Trains (West Midlands Railway),E14001535,Sutton Coldfield,-1.82484,52.56494
Sutton Common,SUC,Govia Thameslink Railway (Thameslink),E14001534,Sutton and Cheam,-0.19634,51.37489
Sutton Parkway,SPK,East Midlands Railway,E14001068,Ashfield,-1.24557,53.11409
Swale,SWL,Southeastern,E14001474,Sittingbourne and Sheppey,0.74713,51.38923
Swanley,SAY,Southeastern,E14001465,Sevenoaks,0.16923,51.39338
Swanscombe,SWM,Southeastern,E14001191,Dartford,0.30954,51.44907
Swansea,SWA,TfW Rail,W07000108,Swansea West,-3.94155,51.62515
Swanwick,SNW,South Western Railway,E14001263,Hamble Valley,-1.26585,50.87567
Sway,SWY,South Western Railway,E14001373,New Forest East,-1.61,50.7847
Swaythling,SWG,South Western Railway,E14001449,Romsey and Southampton North,-1.37641,50.94115
Swinderby,SWD,East Midlands Railway,E14001476,Sleaford and North Hykeham,-0.70268,53.16956
Swindon (Wilts),SWI,Great Western Railway,E14001537,Swindon South,-1.78551,51.56547
Swineshead,SWE,East Midlands Railway,E14001114,Boston and Skegness,-0.18717,52.9698
Swinton (Manchester),SNN,Northern Trains,E14001598,Worsley and Eccles,-2.33746,53.51483
Swinton (South Yorks),SWN,Northern Trains,E14001436,Rawmarsh and Conisbrough,-1.30582,53.48624
Sydenham,SYD,London Overground,E14001333,Lewisham West and East Dulwich,-0.05424,51.42725
Sydenham Hill,SYH,Southeastern,E14001205,Dulwich and West Norwood,-0.08034,51.43271
Syon Lane,SYL,South Western Railway,E14001124,Brentford and Isleworth,-0.32484,51.48178
Syston,SYS,East Midlands Railway,E14001357,Melton and Syston,-1.0824,52.69421
Tackley,TAC,Great Western Railway,E14001090,Bicester and Woodstock,-1.29754,51.88124
Tadworth,TAD,Govia Thameslink Railway (Southern),E14001442,Reigate,-0.23596,51.29164
Taffs Well,TAF,TfW Rail,W07000090,Cardiff North,-3.26294,51.54081
Tain,TAI,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-4.05205,57.81442
Tal-y-Cafn,TLC,TfW Rail,W07000083,Bangor Aberconwy,-3.81826,53.22837
Talsarnau,TAL,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.06816,52.90431
Talybont,TLB,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.0966,52.77264
Tame Bridge Parkway,TAB,West Midlands Trains (West Midlands Railway),E14001574,West Bromwich,-1.97621,52.55293
Tamworth,TAM,West Midlands Trains (London Northwestern Railway),E14001538,Tamworth,-1.68646,52.63748
Taplow,TAP,TfL Rail,E14001082,Beaconsfield,-0.68137,51.52356
Tattenham Corner,TAT,Govia Thameslink Railway (Southern),E14001442,Reigate,-0.24261,51.30918
Taunton,TAU,Great Western Railway,E14001540,Taunton and Wellington,-3.10274,51.02331
Taynuilt,TAY,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-5.23961,56.43081
Teddington,TED,South Western Railway,E14001556,Twickenham,-0.33271,51.42448
Teesside Airport,TEA,Northern Trains,E14001519,Stockton West,-1.42531,54.51813
Teignmouth,TGM,Great Western Railway,E14001381,Newton Abbot,-3.49466,50.54807
