Time period,Station name,Scheduled stops,Recorded station stops,"Recorded station stops (percentage) [note 2]","Time to 3 (percentage) [note 3, 5]","Cancellations (percentage) [note 4, 5]"
Apr 2024 to Mar 2025 Period 11,Bond Street,17031,15765,99.9937,89.5465,7.4276
Apr 2024 to Mar 2025 Period 11,Bookham,1138,766,69.0712,79.3734,2.5483
Apr 2024 to Mar 2025 Period 11,Bootle (Cumbria),746,702,99.4334,81.6239,5.3619
Apr 2024 to Mar 2025 Period 11,Bootle New Strand,3702,3556,99.9438,92.8009,3.8898
Apr 2024 to Mar 2025 Period 11,Bootle Oriel Road,3702,3555,99.8876,94.0647,3.8628
Apr 2024 to Mar 2025 Period 11,Bordesley,48,47,100.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,Borough Green and Wrotham,2234,2219,99.9550,81.4781,0.6267
Apr 2024 to Mar 2025 Period 11,Borth,776,585,78.5235,87.0085,3.9948
Apr 2024 to Mar 2025 Period 11,Bosham,1232,1182,100.0000,75.2961,4.0584
Apr 2024 to Mar 2025 Period 11,Boston,888,859,100.0000,80.6752,3.2658
Apr 2024 to Mar 2025 Period 11,Botley,1114,1094,99.9087,72.3035,1.7056
Apr 2024 to Mar 2025 Period 11,Bottesford,704,682,99.8536,85.9238,2.9830
Apr 2024 to Mar 2025 Period 11,Bourne End,1856,1776,100.0000,92.1734,4.3103
Apr 2024 to Mar 2025 Period 11,Bournemouth,4227,4134,99.9758,71.3595,2.1765
Apr 2024 to Mar 2025 Period 11,Bournville,3713,3659,100.0000,83.0281,1.4543
Apr 2024 to Mar 2025 Period 11,Bow Brickhill,816,811,100.0000,93.5882,0.6127
Apr 2024 to Mar 2025 Period 11,Bow Street,776,546,73.2886,84.6154,3.9948
Apr 2024 to Mar 2025 Period 11,Bowes Park,2479,2448,99.9592,94.2402,1.2102
Apr 2024 to Mar 2025 Period 11,Bowling,1638,1582,98.5056,81.3527,1.9536
Apr 2024 to Mar 2025 Period 11,Box Hill and Westhumble,1942,1900,99.7899,86.3158,1.9567
Apr 2024 to Mar 2025 Period 11,Bracknell,2090,2037,100.0000,83.3579,2.5359
Apr 2024 to Mar 2025 Period 11,Bradford Forster Square,4241,3989,100.0000,92.0531,5.9420
Apr 2024 to Mar 2025 Period 11,Bradford Interchange,4843,4531,100.0000,69.1900,6.4423
Apr 2024 to Mar 2025 Period 11,Bradford-On-Avon,1990,1321,67.8480,85.6927,2.1608
Apr 2024 to Mar 2025 Period 11,Brading,1766,1754,100.0000,99.0308,0.6795
Apr 2024 to Mar 2025 Period 11,Braintree,1172,1160,100.0000,98.7931,1.0239
Apr 2024 to Mar 2025 Period 11,Braintree Freeport,1172,0,0.0000,[u],1.0239
Apr 2024 to Mar 2025 Period 11,Bramhall,923,891,99.8879,81.5937,3.3586
Apr 2024 to Mar 2025 Period 11,Bramley (Hampshire),1864,1837,100.0000,90.6913,1.4485
Apr 2024 to Mar 2025 Period 11,Bramley (West Yorkshire),2759,2596,99.8078,70.0308,5.7267
Apr 2024 to Mar 2025 Period 11,Brampton (Cumbria),565,426,82.5581,84.7418,8.6726
Apr 2024 to Mar 2025 Period 11,Brampton (Suffolk),891,887,100.0000,96.6178,0.4489
Apr 2024 to Mar 2025 Period 11,Branchton,1314,76,5.8642,[u],1.3699
Apr 2024 to Mar 2025 Period 11,Brandon,960,1,0.1047,[u],0.5208
Apr 2024 to Mar 2025 Period 11,Branksome,2125,2051,100.0000,73.6226,3.4824
Apr 2024 to Mar 2025 Period 11,Braystones,251,40,16.7364,[u],4.7809
Apr 2024 to Mar 2025 Period 11,Bredbury,1832,1777,99.8315,87.0568,2.8384
Apr 2024 to Mar 2025 Period 11,Breich,792,779,99.8718,90.7574,1.5152
Apr 2024 to Mar 2025 Period 11,Brent Cross West,5562,5174,99.9807,75.2802,6.9579
Apr 2024 to Mar 2025 Period 11,Brentford,2619,2536,100.0000,87.1057,3.1691
Apr 2024 to Mar 2025 Period 11,Brentwood,7661,7079,100.0000,87.4559,7.5969
Apr 2024 to Mar 2025 Period 11,Bricket Wood,1050,789,77.5811,98.6058,3.1429
Apr 2024 to Mar 2025 Period 11,Bridge Of Allan,2281,206,9.2793,[u],2.6743
Apr 2024 to Mar 2025 Period 11,Bridge Of Orchy,147,14,9.6552,[u],1.3605
Apr 2024 to Mar 2025 Period 11,Bridgend,4369,4279,99.9533,67.8663,2.0142
Apr 2024 to Mar 2025 Period 11,Bridgeton,4714,4515,98.7533,88.7486,3.0123
Apr 2024 to Mar 2025 Period 11,Bridgwater,1308,1265,100.0000,76.2055,3.2875
Apr 2024 to Mar 2025 Period 11,Bridlington,1629,1526,100.0000,79.8165,6.3229
Apr 2024 to Mar 2025 Period 11,Brierfield,899,737,86.9104,79.9186,5.6730
Apr 2024 to Mar 2025 Period 11,Brigg,30,29,96.6667,[u],[u]
Apr 2024 to Mar 2025 Period 11,Brighouse,2366,2252,99.9556,73.9787,4.7760
Apr 2024 to Mar 2025 Period 11,Brighton,13090,12553,100.0000,86.0033,4.1024
Apr 2024 to Mar 2025 Period 11,Brimsdown,1839,1801,99.8337,89.7279,1.9032
Apr 2024 to Mar 2025 Period 11,Brinnington,1832,1777,99.8315,87.7321,2.8384
Apr 2024 to Mar 2025 Period 11,Bristol Parkway,4997,4815,100.0000,74.1433,3.6422
Apr 2024 to Mar 2025 Period 11,Bristol Temple Meads,10767,10502,100.0000,80.5942,2.4612
Apr 2024 to Mar 2025 Period 11,Brithdir,920,889,100.0000,83.0146,3.3696
Apr 2024 to Mar 2025 Period 11,Briton Ferry,679,665,100.0000,60.3008,2.0619
Apr 2024 to Mar 2025 Period 11,Brixton,3410,3250,100.0000,85.0462,4.6921
Apr 2024 to Mar 2025 Period 11,Broad Green,2806,2659,100.0000,78.1497,5.2388
Apr 2024 to Mar 2025 Period 11,Broadbottom,1799,1494,85.6651,83.1995,3.0573
Apr 2024 to Mar 2025 Period 11,Broadstairs,3102,3052,100.0000,82.9620,1.6119
Apr 2024 to Mar 2025 Period 11,Brockenhurst,4653,4578,100.0000,82.3067,1.6119
Apr 2024 to Mar 2025 Period 11,Brockholes,850,445,55.8344,84.4944,6.2353
Apr 2024 to Mar 2025 Period 11,Brockley,9042,8880,99.9550,92.6577,1.7474
Apr 2024 to Mar 2025 Period 11,Bromborough,4684,4295,99.8141,82.9104,8.1341
Apr 2024 to Mar 2025 Period 11,Bromborough Rake,4684,2146,49.8722,[u],8.1341
Apr 2024 to Mar 2025 Period 11,Bromley Cross (Lancs),1622,1278,84.1897,74.9609,6.4118
Apr 2024 to Mar 2025 Period 11,Bromley North,1972,1963,100.0000,99.5925,0.4564
Apr 2024 to Mar 2025 Period 11,Bromley South,10444,10247,100.0000,81.7117,1.8863
Apr 2024 to Mar 2025 Period 11,Bromsgrove,2819,2757,100.0000,81.9006,2.1994
Apr 2024 to Mar 2025 Period 11,Brondesbury,7734,7303,99.9863,79.6796,5.5599
Apr 2024 to Mar 2025 Period 11,Brondesbury Park,7734,7305,99.9863,79.6030,5.5340
Apr 2024 to Mar 2025 Period 11,Brookmans Park,2282,2245,99.9110,84.6771,1.5337
Apr 2024 to Mar 2025 Period 11,Brookwood,3234,3176,99.9371,85.5164,1.7316
Apr 2024 to Mar 2025 Period 11,Broome,201,52,27.0833,[u],4.4776
Apr 2024 to Mar 2025 Period 11,Broomfleet,283,276,99.6390,75.0000,2.1201
Apr 2024 to Mar 2025 Period 11,Brora,184,179,100.0000,34.6369,2.7174
Apr 2024 to Mar 2025 Period 11,Brough,5008,4854,99.9588,71.5286,3.0351
Apr 2024 to Mar 2025 Period 11,Broughty Ferry,873,96,11.3879,[u],3.4364
Apr 2024 to Mar 2025 Period 11,Broxbourne,5981,5814,100.0000,90.9873,2.7922
Apr 2024 to Mar 2025 Period 11,Bruce Grove,4521,4446,100.0000,96.2213,1.6589
Apr 2024 to Mar 2025 Period 11,Brundall,1895,1885,99.6300,97.8249,0.1583
Apr 2024 to Mar 2025 Period 11,Brundall Gardens,975,971,99.6920,97.4253,0.1026
Apr 2024 to Mar 2025 Period 11,Brunstane,1505,1458,100.0000,88.6145,3.1229
Apr 2024 to Mar 2025 Period 11,Brunswick,3347,3148,99.9682,91.6773,5.9157
Apr 2024 to Mar 2025 Period 11,Bruton,522,494,100.0000,78.7449,5.3640
Apr 2024 to Mar 2025 Period 11,Bryn,1728,1227,74.4087,87.0416,4.5718
Apr 2024 to Mar 2025 Period 11,Buckenham,100,100,100.0000,100.0000,0.0000
Apr 2024 to Mar 2025 Period 11,Buckley,1014,857,88.9927,80.5134,5.0296
Apr 2024 to Mar 2025 Period 11,Bucknell,201,116,60.4167,78.4483,4.4776
Apr 2024 to Mar 2025 Period 11,Buckshaw Parkway,1834,1725,100.0000,63.0145,5.9433
Apr 2024 to Mar 2025 Period 11,Bugle,400,269,68.7980,88.1041,2.2500
Apr 2024 to Mar 2025 Period 11,Builth Road,172,68,40.9639,[u],3.4884
Apr 2024 to Mar 2025 Period 11,Bulwell,976,957,99.4802,91.3271,1.4344
Apr 2024 to Mar 2025 Period 11,Bures,1012,0,0.0000,[u],0.5929
Apr 2024 to Mar 2025 Period 11,Burgess Hill,5899,5592,99.9821,78.9700,5.1873
Apr 2024 to Mar 2025 Period 11,Burley Park,1980,1886,99.9470,64.0509,4.6970
Apr 2024 to Mar 2025 Period 11,Burley-In-Wharfedale,3186,3023,100.0000,80.7807,5.1161
Apr 2024 to Mar 2025 Period 11,Burnage,1769,1655,99.9396,69.1239,6.3878
Apr 2024 to Mar 2025 Period 11,Burneside (Cumbria),656,561,87.3832,86.2745,2.1341
Apr 2024 to Mar 2025 Period 11,Burnham (Buckinghamshire),3840,3508,99.9146,82.4401,8.5677
Apr 2024 to Mar 2025 Period 11,Burnham-On-Crouch,1257,0,0.0000,[u],1.2729
Apr 2024 to Mar 2025 Period 11,Burnley Barracks,896,726,86.0190,84.9862,5.8036
Apr 2024 to Mar 2025 Period 11,Burnley Central,899,848,100.0000,83.4906,5.6730
Apr 2024 to Mar 2025 Period 11,Burnley Manchester Road,1845,1707,99.9415,75.2783,7.4255
Apr 2024 to Mar 2025 Period 11,Burnside (South Lanarkshire),1720,1702,99.5322,95.0059,0.5814
Apr 2024 to Mar 2025 Period 11,Burntisland,1730,1692,99.9409,88.4752,2.1387
Apr 2024 to Mar 2025 Period 11,Burscough Bridge,1592,1506,100.0000,82.4037,5.4020
Apr 2024 to Mar 2025 Period 11,Burscough Junction,812,539,70.5497,87.1985,5.9113
Apr 2024 to Mar 2025 Period 11,Bursledon,1017,1013,100.0000,83.3169,0.3933
Apr 2024 to Mar 2025 Period 11,Burton Joyce,593,568,100.0000,80.1056,4.2159
Apr 2024 to Mar 2025 Period 11,Burton-On-Trent,2128,2059,99.9515,70.3254,3.1955
Apr 2024 to Mar 2025 Period 11,Bury St Edmunds,1380,1377,100.0000,92.3021,0.2174
Apr 2024 to Mar 2025 Period 11,Busby,1293,1276,100.0000,96.2382,1.3148
Apr 2024 to Mar 2025 Period 11,Bush Hill Park,2460,2414,100.0000,95.4018,1.8699
Apr 2024 to Mar 2025 Period 11,Bushey,6179,5934,98.8835,89.2147,2.8807
Apr 2024 to Mar 2025 Period 11,Butlers Lane,1947,1859,100.0000,87.8967,4.5198
Apr 2024 to Mar 2025 Period 11,Buxted,1016,995,99.8996,88.1407,1.9685
Apr 2024 to Mar 2025 Period 11,Buxton,1280,1255,100.0000,94.1833,1.9531
Apr 2024 to Mar 2025 Period 11,Byfleet and New Haw,2005,1949,99.6931,76.5521,2.4938
Apr 2024 to Mar 2025 Period 11,Bynea,208,198,99.4975,53.0303,4.3269
Apr 2024 to Mar 2025 Period 11,Cadoxton,3248,3152,99.9683,84.6764,2.9249
Apr 2024 to Mar 2025 Period 11,Caergwrle,1014,802,83.2814,78.9277,5.0296
Apr 2024 to Mar 2025 Period 11,Caerphilly,3991,3866,100.0000,86.3683,3.1320
Apr 2024 to Mar 2025 Period 11,Caersws,614,596,100.0000,70.8054,2.9316
Apr 2024 to Mar 2025 Period 11,Caldercruix,1757,1723,99.8841,89.7853,1.8213
Apr 2024 to Mar 2025 Period 11,Caldicot,917,898,99.8888,69.1537,1.9629
Apr 2024 to Mar 2025 Period 11,Caledonian Road and Barnsbury,7372,6851,99.9854,77.4777,7.0537
Apr 2024 to Mar 2025 Period 11,Calstock,464,396,86.8421,89.8990,1.7241
Apr 2024 to Mar 2025 Period 11,Cam and Dursley,1016,977,99.8978,80.5527,3.7402
Apr 2024 to Mar 2025 Period 11,Camberley,1937,1874,99.9467,90.2882,3.2008
Apr 2024 to Mar 2025 Period 11,Camborne,1658,1612,100.0000,80.8313,2.7744
Apr 2024 to Mar 2025 Period 11,Cambridge,9731,9412,99.9894,80.5036,3.2679
Apr 2024 to Mar 2025 Period 11,Cambridge Heath,4343,4259,99.9531,95.8206,1.8881
Apr 2024 to Mar 2025 Period 11,Cambridge North,4516,4352,99.9541,89.2693,3.5872
Apr 2024 to Mar 2025 Period 11,Cambuslang,5095,4932,99.7977,86.4152,3.0029
Apr 2024 to Mar 2025 Period 11,Camden Road,7372,6893,100.0000,77.5134,6.4976
Apr 2024 to Mar 2025 Period 11,Camelon,2420,2371,99.9157,95.2341,1.9421
Apr 2024 to Mar 2025 Period 11,Cameron Bridge,914,888,100.0000,88.1757,2.8446
Apr 2024 to Mar 2025 Period 11,Canada Water,14059,13899,100.0000,92.2153,1.1381
Apr 2024 to Mar 2025 Period 11,Canary Wharf,8705,8100,100.0000,92.1852,6.9500
Apr 2024 to Mar 2025 Period 11,Canley,2002,1933,100.0000,78.6342,3.4466
Apr 2024 to Mar 2025 Period 11,Cannock,1792,1776,99.6633,95.3266,0.5580
Apr 2024 to Mar 2025 Period 11,Canonbury,14768,14055,99.9929,84.6318,4.8212
Apr 2024 to Mar 2025 Period 11,Canterbury East,1250,1237,100.0000,71.1399,1.0400
Apr 2024 to Mar 2025 Period 11,Canterbury West,2328,2306,100.0000,82.0468,0.9450
Apr 2024 to Mar 2025 Period 11,Cantley,968,495,51.1892,97.5758,0.1033
Apr 2024 to Mar 2025 Period 11,Capenhurst,1861,1786,99.5541,82.3628,3.6002
Apr 2024 to Mar 2025 Period 11,Carbis Bay,1480,1412,96.4481,99.2918,1.0811
Apr 2024 to Mar 2025 Period 11,Cardenden,1003,979,100.0000,85.8018,2.3928
Apr 2024 to Mar 2025 Period 11,Cardiff Bay,3496,3304,100.0000,88.6804,5.4920
Apr 2024 to Mar 2025 Period 11,Cardiff Central,18772,18220,100.0000,79.6926,2.9405
Apr 2024 to Mar 2025 Period 11,Cardiff Queen Street,12132,11673,99.9914,89.7970,3.7751
Apr 2024 to Mar 2025 Period 11,Cardonald,1778,1757,99.5467,94.1946,0.7312
Apr 2024 to Mar 2025 Period 11,Cardross,1792,1714,98.3927,88.6814,2.7902
Apr 2024 to Mar 2025 Period 11,Carfin,876,863,99.8843,87.0220,1.3699
Apr 2024 to Mar 2025 Period 11,Cark and Cartmel,987,808,86.1407,75.9901,4.9645
Apr 2024 to Mar 2025 Period 11,Carlisle,5507,5236,100.0000,76.7953,4.9210
Apr 2024 to Mar 2025 Period 11,Carlton,980,941,100.0000,78.6397,3.9796
Apr 2024 to Mar 2025 Period 11,Carluke,2017,1951,100.0000,85.2383,3.2722
Apr 2024 to Mar 2025 Period 11,Carmarthen,1691,1637,100.0000,69.6396,3.1934
Apr 2024 to Mar 2025 Period 11,Carmyle,1498,1424,100.0000,75.9129,4.9399
Apr 2024 to Mar 2025 Period 11,Carnforth,1437,1328,97.2182,77.7861,4.9408
Apr 2024 to Mar 2025 Period 11,Carnoustie,967,937,100.0000,71.7182,3.1024
Apr 2024 to Mar 2025 Period 11,Carntyne,3182,1914,61.5434,84.4305,2.2627
Apr 2024 to Mar 2025 Period 11,Carpenders Park,4044,3905,99.8466,91.0371,3.2888
Apr 2024 to Mar 2025 Period 11,Carrbridge,292,287,100.0000,66.5505,1.7123
Apr 2024 to Mar 2025 Period 11,Carshalton,3951,3806,99.8426,90.4099,3.5181
Apr 2024 to Mar 2025 Period 11,Carshalton Beeches,4232,4158,99.9039,92.4964,1.6541
Apr 2024 to Mar 2025 Period 11,Carstairs,485,480,100.0000,82.5000,1.0309
Apr 2024 to Mar 2025 Period 11,Cartsdyke,1630,1613,99.9380,95.9082,0.9816
Apr 2024 to Mar 2025 Period 11,Castle Bar Park,1536,313,20.6464,[u],1.3021
Apr 2024 to Mar 2025 Period 11,Castle Cary,1097,1036,100.0000,66.5058,5.5606
Apr 2024 to Mar 2025 Period 11,Castleford,2772,2636,100.0000,73.2170,4.9062
Apr 2024 to Mar 2025 Period 11,Castleton (Manchester),1639,1535,100.0000,77.0684,6.3453
Apr 2024 to Mar 2025 Period 11,Castleton Moor,267,133,51.1538,88.7218,2.6217
Apr 2024 to Mar 2025 Period 11,Caterham,1928,1870,100.0000,82.5134,3.0083
Apr 2024 to Mar 2025 Period 11,Catford,2551,2309,92.2125,88.4799,1.8424
Apr 2024 to Mar 2025 Period 11,Catford Bridge,3590,3529,99.8585,82.2046,1.5599
Apr 2024 to Mar 2025 Period 11,Cathays,4791,4616,99.7838,86.6768,3.4440
Apr 2024 to Mar 2025 Period 11,Cathcart,2587,2533,99.4894,95.8547,1.5848
Apr 2024 to Mar 2025 Period 11,Cattal,1646,1553,99.2967,70.8307,4.9818
Apr 2024 to Mar 2025 Period 11,Causeland,443,121,30.2500,[u],9.7065
Apr 2024 to Mar 2025 Period 11,Cefn-Y-Bedd,1014,798,82.8660,77.1930,5.0296
Apr 2024 to Mar 2025 Period 11,Chadwell Heath,8258,7686,99.9740,87.4707,6.9024
Apr 2024 to Mar 2025 Period 11,Chafford Hundred Lakeside,2211,2161,99.9537,87.5521,2.2162
Apr 2024 to Mar 2025 Period 11,Chalfont and Latimer,1610,866,54.4312,87.4134,1.1801
Apr 2024 to Mar 2025 Period 11,Chalkwell,6075,6003,100.0000,93.1534,1.1852
Apr 2024 to Mar 2025 Period 11,Chandlers Ford,983,915,94.7205,80.5464,1.7294
Apr 2024 to Mar 2025 Period 11,Chapel-En-Le-Frith,1280,1056,84.2105,90.5303,2.0313
Apr 2024 to Mar 2025 Period 11,Chapelton (Devon),128,53,44.9153,[u],7.8125
Apr 2024 to Mar 2025 Period 11,Chapeltown (South Yorkshire),1906,1805,99.9446,78.0609,5.2466
Apr 2024 to Mar 2025 Period 11,Chappel and Wakes Colne,1012,0,0.0000,[u],0.5929
Apr 2024 to Mar 2025 Period 11,Charing (Kent),1505,1499,99.9333,82.0547,0.3322
Apr 2024 to Mar 2025 Period 11,Charing Cross (Glasgow),5089,4945,98.8407,89.3023,1.6899
Apr 2024 to Mar 2025 Period 11,Charlbury,1108,938,87.2558,74.6269,2.9783
Apr 2024 to Mar 2025 Period 11,Charlton,6009,5660,100.0000,86.2721,5.8080
Apr 2024 to Mar 2025 Period 11,Chartham,1287,1238,97.7883,79.8061,1.6317
Apr 2024 to Mar 2025 Period 11,Chassen Road,635,389,64.9416,69.9229,5.6693
Apr 2024 to Mar 2025 Period 11,Chatelherault,1452,1402,99.9287,84.4508,3.3747
Apr 2024 to Mar 2025 Period 11,Chatham,6947,6739,99.9555,80.8725,2.9509
Apr 2024 to Mar 2025 Period 11,Chathill,92,89,100.0000,78.6517,3.2609
Apr 2024 to Mar 2025 Period 11,Cheadle Hulme,2582,2508,100.0000,81.1802,2.8660
Apr 2024 to Mar 2025 Period 11,Cheam,3779,3734,99.9465,94.0011,1.1379
Apr 2024 to Mar 2025 Period 11,Cheddington,1939,1909,100.0000,85.6469,1.5472
Apr 2024 to Mar 2025 Period 11,Chelford (Cheshire),915,891,99.7760,79.2368,2.4044
Apr 2024 to Mar 2025 Period 11,Chelmsford,4709,4645,100.0000,92.5511,1.3591
Apr 2024 to Mar 2025 Period 11,Chelsfield,2386,2350,100.0000,72.2128,1.5088
Apr 2024 to Mar 2025 Period 11,Cheltenham Spa,4792,4601,100.0000,72.7233,3.9858
Apr 2024 to Mar 2025 Period 11,Chepstow,1262,1242,100.0000,74.3156,1.5848
Apr 2024 to Mar 2025 Period 11,Cherry Tree,943,909,100.0000,85.4785,3.6055
Apr 2024 to Mar 2025 Period 11,Chertsey,1882,1830,100.0000,86.3388,2.7630
Apr 2024 to Mar 2025 Period 11,Cheshunt,7793,7593,100.0000,91.5317,2.5664
Apr 2024 to Mar 2025 Period 11,Chessington North,1667,1385,85.1784,87.0036,2.4595
Apr 2024 to Mar 2025 Period 11,Chessington South,1667,1629,100.0000,90.5463,2.2795
Apr 2024 to Mar 2025 Period 11,Chester,9241,8834,100.0000,78.7525,4.4043
Apr 2024 to Mar 2025 Period 11,Chester Road,3637,3446,99.9710,82.3854,5.2241
Apr 2024 to Mar 2025 Period 11,Chesterfield,3852,3704,99.9730,66.6307,3.8162
Apr 2024 to Mar 2025 Period 11,Chester-Le-Street,1042,990,99.7984,69.6970,4.7985
Apr 2024 to Mar 2025 Period 11,Chestfield and Swalecliffe,1318,1302,100.0000,81.8740,1.2140
Apr 2024 to Mar 2025 Period 11,Chetnole,442,25,5.9382,[u],4.7511
Apr 2024 to Mar 2025 Period 11,Chichester,5283,5176,100.0000,81.7813,2.0254
Apr 2024 to Mar 2025 Period 11,Chilham,1287,1239,97.7901,77.4011,1.5540
Apr 2024 to Mar 2025 Period 11,Chilworth,589,545,99.2714,78.5321,6.7912
Apr 2024 to Mar 2025 Period 11,Chingford,4098,4056,100.0000,97.2880,1.0249
Apr 2024 to Mar 2025 Period 11,Chinley,1017,885,89.6657,71.1864,2.9499
Apr 2024 to Mar 2025 Period 11,Chippenham,1978,1941,100.0000,73.5188,1.8706
Apr 2024 to Mar 2025 Period 11,Chipstead,1807,834,49.0300,[u],5.8661
Apr 2024 to Mar 2025 Period 11,Chirk,901,603,69.7110,76.2852,3.9956
Apr 2024 to Mar 2025 Period 11,Chislehurst,3779,3746,100.0000,86.5456,0.8732
Apr 2024 to Mar 2025 Period 11,Chiswick,2609,2524,99.9208,89.1442,3.1813
Apr 2024 to Mar 2025 Period 11,Cholsey,1896,1862,100.0000,81.6327,1.7932
Apr 2024 to Mar 2025 Period 11,Chorley,2468,2325,100.0000,63.4839,5.7942
Apr 2024 to Mar 2025 Period 11,Chorleywood,1610,865,54.3683,89.2486,1.1801
Apr 2024 to Mar 2025 Period 11,Christchurch,1909,1845,99.9458,73.2791,3.3002
Apr 2024 to Mar 2025 Period 11,Christs Hospital,1789,1733,99.9423,80.6117,3.0743
Apr 2024 to Mar 2025 Period 11,Church and Oswaldtwistle,960,897,99.8886,84.0580,6.4583
Apr 2024 to Mar 2025 Period 11,Church Fenton,1822,1754,100.0000,66.9327,3.7322
Apr 2024 to Mar 2025 Period 11,Church Stretton,1242,655,54.6745,63.9695,3.5427
Apr 2024 to Mar 2025 Period 11,Cilmeri,172,32,19.2771,[u],3.4884
Apr 2024 to Mar 2025 Period 11,City Thameslink,11592,10944,100.0000,74.4243,5.5901
Apr 2024 to Mar 2025 Period 11,Clacton-on-Sea,1224,1218,100.0000,97.5369,0.4902
Apr 2024 to Mar 2025 Period 11,Clandon,2917,2844,100.0000,83.5795,2.5026
Apr 2024 to Mar 2025 Period 11,Clapham (North Yorkshire),402,356,92.9504,82.0225,4.7264
Apr 2024 to Mar 2025 Period 11,Clapham High Street,3302,3252,99.5713,93.0812,1.0902
Apr 2024 to Mar 2025 Period 11,Clapham Junction,52906,51242,99.9863,85.7246,3.1320
Apr 2024 to Mar 2025 Period 11,Clapton,4097,4044,99.9753,91.8892,1.2692
Apr 2024 to Mar 2025 Period 11,Clarbeston Road,810,773,100.0000,71.5395,4.5679
Apr 2024 to Mar 2025 Period 11,Clarkston,1293,1225,95.7031,96.5714,1.0054
Apr 2024 to Mar 2025 Period 11,Claverdon,512,116,23.4343,[u],3.3203
Apr 2024 to Mar 2025 Period 11,Claygate,1677,1638,100.0000,86.7521,2.3256
Apr 2024 to Mar 2025 Period 11,Cleethorpes,1460,1397,100.0000,81.4603,4.3151
Apr 2024 to Mar 2025 Period 11,Cleland,876,863,99.8843,90.8459,1.3699
Apr 2024 to Mar 2025 Period 11,Clifton (Manchester),48,46,100.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,Clifton Down,1792,1758,100.0000,85.0967,1.8973
Apr 2024 to Mar 2025 Period 11,Clitheroe,919,883,100.0000,89.8075,3.9173
Apr 2024 to Mar 2025 Period 11,Clock House,3565,3489,100.0000,83.6056,2.1318
Apr 2024 to Mar 2025 Period 11,Clunderwen,754,280,38.8350,[u],4.3767
Apr 2024 to Mar 2025 Period 11,Clydebank,3012,2859,98.7906,87.8979,3.9177
Apr 2024 to Mar 2025 Period 11,Coatbridge Central,767,720,100.0000,94.3056,6.1278
Apr 2024 to Mar 2025 Period 11,Coatbridge Sunnyside,3541,3455,99.9711,86.1939,2.4005
Apr 2024 to Mar 2025 Period 11,Coatdyke,3082,2619,87.0678,88.8507,2.4010
Apr 2024 to Mar 2025 Period 11,Cobham and Stoke D'abernon,1677,1634,99.7558,87.0869,2.3256
Apr 2024 to Mar 2025 Period 11,Codsall,1034,1009,100.0000,82.9534,2.4178
Apr 2024 to Mar 2025 Period 11,Cogan,3248,3153,99.9683,84.0787,2.8941
Apr 2024 to Mar 2025 Period 11,Colchester,6778,6710,100.0000,95.4545,1.0032
Apr 2024 to Mar 2025 Period 11,Colchester Town,2264,2249,100.0000,98.0436,0.6625
Apr 2024 to Mar 2025 Period 11,Coleshill Parkway,1798,1697,99.5892,73.5415,5.2280
Apr 2024 to Mar 2025 Period 11,Collingham,1294,1279,99.4557,85.6138,0.6182
Apr 2024 to Mar 2025 Period 11,Collington,2272,2158,99.9074,89.2030,4.9296
Apr 2024 to Mar 2025 Period 11,Colne,899,847,100.0000,86.8949,5.7842
Apr 2024 to Mar 2025 Period 11,Colwall,863,547,65.0416,80.4388,2.5492
Apr 2024 to Mar 2025 Period 11,Colwyn Bay,2013,1330,68.5214,78.4211,3.5768
Apr 2024 to Mar 2025 Period 11,Combe (Oxon),40,12,33.3333,[u],[u]
Apr 2024 to Mar 2025 Period 11,Commondale,221,101,46.7593,[u],2.2624
Apr 2024 to Mar 2025 Period 11,Congleton,872,829,100.0000,79.3727,4.9312
Apr 2024 to Mar 2025 Period 11,Conisbrough,1107,1046,100.0000,83.2696,5.5104
Apr 2024 to Mar 2025 Period 11,Connel Ferry,320,40,12.6183,[u],0.9375
Apr 2024 to Mar 2025 Period 11,Conon Bridge,576,0,0.0000,[u],4.3403
Apr 2024 to Mar 2025 Period 11,Cononley,3285,3090,99.9676,79.2233,5.9056
Apr 2024 to Mar 2025 Period 11,Conway Park,6205,5902,99.9154,93.0701,4.8026
Apr 2024 to Mar 2025 Period 11,Conwy,673,465,70.6687,76.7742,2.2288
Apr 2024 to Mar 2025 Period 11,Cooden Beach,2296,2184,99.9085,89.0110,4.7909
Apr 2024 to Mar 2025 Period 11,Cookham,1295,495,40.0162,[u],4.4788
Apr 2024 to Mar 2025 Period 11,Cooksbridge,982,964,99.8964,73.6515,1.7312
Apr 2024 to Mar 2025 Period 11,Coombe Junction Halt,93,78,92.8571,100.0000,9.6774
Apr 2024 to Mar 2025 Period 11,Copplestone,892,679,78.7703,60.9720,3.3632
Apr 2024 to Mar 2025 Period 11,Corbridge,1043,781,79.7753,83.9949,6.1361
Apr 2024 to Mar 2025 Period 11,Corby,1859,1771,100.0000,86.9001,4.7337
Apr 2024 to Mar 2025 Period 11,Corfe Castle,,,[z],[z],[z]
Apr 2024 to Mar 2025 Period 11,Corkerhill,1348,765,57.3893,91.7647,1.1128
Apr 2024 to Mar 2025 Period 11,Corkickle,760,598,82.1429,73.5786,4.2105
Apr 2024 to Mar 2025 Period 11,Corpach,199,0,0.0000,[u],2.0101
