Pcon,Constituency name,MP name,Party name,Emissions from homes (%),EPC band DEFG (%),Fuel poor hhlds (UK Gov data) (%),Air pollution: LSOAs above WHO (%),Air pollution: LSOAs twice WHO (%),Air pollution: LSOAs above WHO (number),Air pollution: LSOAs twice WHO (number),Respiratory disease (%),Bustrips: 2010 to 2023 change (%),Car ownership: households without cars/vans (%),EV chargers: current number,EV chargers: target,Commuters: bicycle (%),Commuters: potential bikes/ebikes (%),Greenspace: m2 per person,Flooding: Properties at risk from rivers or seas,Flooding: Properties at risk from surface water,High heat and enhanced risk: MSOAs (number),High heat and enhanced risk: MSOA (%),High heat and enhanced risk: population,High heat 2022 max temp (°C),Tree canopy (%),Sewage overflows: number of outflows,Sewage overflows: total spills,Sewage overflows: total spill duration hours,Opinion poll: Climate change should a high priority,Opinion poll: Government should go faster on climate change,Opinion poll: Support onshore wind in local area,Opinion poll: Nature is most important issue,Green economy: jobs FTE
E14001389,North Durham,Luke Akehurst,Lab,26.9,55.2,10.6,96.6,0.0,57,0,10.8,-51.2,24.2,61,420,0.4,19.4,444,505,6552,0,0.0,0,37,13.7,95,1918,10982,51.0,51.6,71.1,71.0,716
E14001390,North East Cambridgeshire,Steve Barclay,Con,7.9,52.6,10.4,100.0,0.0,56,0,10.5,-64.3,16.0,18,453,3.0,26.2,22,17523,9188,3,27.3,32456,40,2.3,17,549,6005,49.0,45.5,66.0,70.0,866
E14001391,North East Derbyshire,Louise Jones,Lab,23.6,59.2,11.7,100.0,0.0,59,0,10.3,-63.2,16.6,23,410,0.5,18.6,216,803,4031,3,25.0,26812,39,16.4,51,1551,9341,50.0,52.6,70.2,74.0,652
E14001392,North East Hampshire,Alex Brewer,LD,28.9,45.7,7.0,100.0,0.0,60,0,8.5,-81.8,7.6,147,450,1.5,21.2,155,1337,4870,0,0.0,0,37,25.5,12,571,7522,56.0,53.6,66.9,77.6,984
E14001393,North East Hertfordshire,Chris Hinchliff,Lab,26.8,53.9,9.0,100.0,0.0,63,0,9.0,-37.9,13.6,67,455,1.2,19.0,54,757,10917,1,7.1,6808,40,11.8,13,537,7560,55.0,53.6,68.6,74.0,1124
E14001394,North East Somerset and Hanham,Dan Norris,Lab,25.5,53.8,8.2,100.0,0.0,59,0,9.1,-62.0,11.6,51,420,1.6,22.4,47,1740,4417,0,0.0,0,35,12.5,42,2366,23668,54.0,55.2,69.5,75.1,1131
E14001395,North Herefordshire,Ellie Chowns,Green,18.0,62.0,19.8,62.1,0.0,36,0,9.6,-52.0,10.8,72,403,1.2,24.7,510,3992,7045,0,0.0,0,36,15.9,33,1787,11728,54.0,50.6,67.7,74.0,933
E14001396,North Norfolk,Steffan Aquarone,LD,19.9,67.0,13.6,100.0,0.0,53,0,11.6,-14.3,14.9,116,383,1.7,20.8,355,5532,4555,0,0.0,0,39,13.9,25,478,6779,52.0,49.8,66.4,73.0,633
E14001397,North Northumberland,David Smith,Lab,23.2,56.9,11.1,9.1,0.0,5,0,10.9,-39.5,17.7,235,406,0.8,20.2,4906,4000,8695,0,0.0,0,35,9.5,121,4024,33115,52.0,52.6,70.2,72.4,721
E14001398,North Shropshire,Helen Morgan,LD,15.7,56.6,17.8,85.7,0.0,54,0,9.4,-42.4,13.5,125,449,1.8,21.9,76,863,7790,0,0.0,0,37,10.8,30,997,8199,52.0,51.2,69.9,73.0,880
E14001399,North Somerset,Sadik Al-Hassan,Lab,20.8,51.0,7.5,100.0,0.0,59,0,8.7,-50.4,11.2,75,416,2.0,23.2,95,12453,5227,0,0.0,0,34,19.9,17,342,2632,58.0,56.8,72.3,78.0,880
E14001400,North Warwickshire and Bedworth,Rachel Taylor,Lab,12.7,59.9,15.1,100.0,0.0,56,0,8.9,-59.9,16.2,133,414,1.1,22.5,65,1703,5047,1,9.1,6949,39,11.8,25,1050,8379,50.0,49.6,67.3,72.0,1440
E14001401,North West Cambridgeshire,Sam Carling,Lab,16.8,38.2,8.3,100.0,0.0,65,0,8.1,-42.9,15.9,102,513,3.2,31.3,97,4728,10206,2,16.7,19885,41,8.7,22,787,9648,52.0,51.8,68.2,72.9,1418
E14001402,North West Essex,Kemi Badenoch,Con,16.0,44.4,9.0,100.0,0.0,56,0,8.4,-12.0,9.8,102,467,1.0,18.1,62,1221,4961,0,0.0,0,39,10.6,27,463,3668,55.0,52.9,66.7,75.0,1216
E14001403,North West Hampshire,Kit Malthouse,Con,22.5,38.7,8.4,100.0,0.0,68,0,8.5,-40.5,13.6,79,488,2.0,23.2,78,931,3565,0,0.0,0,37,20.9,9,608,9726,54.0,52.5,67.3,75.0,1248
E14001404,North West Leicestershire,Amanda Hack,Lab,14.1,50.5,10.7,100.0,0.0,57,0,9.8,-62.1,12.8,94,448,1.1,21.1,73,1878,6787,0,0.0,0,39,14.8,56,1647,15145,51.0,50.2,68.4,74.0,3406
E14001405,North West Norfolk,James Wild,Con,11.0,60.4,12.2,100.0,0.0,62,0,10.3,-9.9,17.4,111,455,3.6,26.5,299,27988,8001,2,15.4,17762,39,10.0,15,476,2743,50.0,47.6,65.4,71.1,890
E14001406,Northampton North,Lucy Rigby,Lab,18.9,54.6,12.6,100.0,0.0,71,0,7.3,-31.5,26.5,69,569,2.1,24.0,20,2115,8623,7,41.2,56789,40,14.3,15,332,854,52.0,56.8,69.7,72.7,1672
E14001407,Northampton South,Mike Reader,Lab,19.0,41.9,7.3,100.0,0.0,66,0,7.5,-32.2,14.5,72,491,1.4,24.0,29,4627,4364,2,13.3,14408,40,16.3,9,204,549,52.0,53.0,67.3,73.1,1423
E14001408,Norwich North,Alice Macdonald,Lab,26.3,52.7,10.0,100.0,0.0,62,0,9.6,-5.8,20.8,60,437,4.6,29.4,28,216,5795,4,33.3,43063,38,19.5,2,24,44,53.0,53.8,66.6,72.0,1090
E14001409,Norwich South,Clive Lewis,Lab,31.0,47.9,11.9,100.0,0.0,61,0,8.9,-25.2,32.9,138,471,5.7,33.9,21,3929,8494,7,58.3,61450,38,21.0,19,474,1562,58.0,61.8,68.1,72.0,1161
E14001410,Nottingham East,Nadia Whittome,Lab,25.5,54.8,16.0,100.0,0.0,64,0,6.8,-56.2,42.6,153,548,1.9,30.1,21,2755,10690,11,78.6,100596,40,15.0,19,418,1192,57.0,64.3,66.4,70.0,2203
E14001411,Nottingham North and Kimberley,Alex Norris,Lab,24.9,56.0,13.4,100.0,0.0,67,0,9.1,-51.0,31.8,60,475,1.3,29.5,23,1920,6498,10,76.9,85932,40,13.0,15,288,872,50.0,53.7,65.0,70.6,2029
E14001412,Nottingham South,Lilian Greenwood,Lab,25.6,51.7,15.0,100.0,0.0,59,0,6.8,-60.7,35.1,111,487,2.2,30.1,34,11865,10184,6,50.0,47973,40,13.9,12,118,383,55.0,59.1,65.1,70.0,2103
E14001413,Nuneaton,Jodie Gosling,Lab,24.3,54.5,14.9,100.0,0.0,62,0,8.5,-49.2,19.0,31,444,1.3,25.9,30,1639,6327,5,41.7,41517,39,9.0,6,142,1200,51.0,50.7,67.8,71.0,1292
E14001414,Old Bexley and Sidcup,Louie French,Con,35.4,68.3,8.4,100.0,0.0,62,0,6.5,33.7,19.0,120,446,0.8,21.6,20,980,6330,2,16.7,16393,39,16.8,0,0,0,52.0,53.9,68.1,71.9,753
E14001415,Oldham East and Saddleworth,Debbie Abrahams,Lab,35.9,60.4,12.5,100.0,0.0,62,0,9.5,-37.9,25.5,41,477,0.5,26.1,363,1864,5710,4,26.7,35319,37,8.0,22,383,2319,51.0,51.1,66.8,69.0,860
E14001416,"Oldham West, Chadderton and Royton",Jim McMahon,Lab,35.8,54.0,12.9,100.0,0.0,66,0,9.2,-39.2,29.5,62,499,0.6,26.1,17,35,6668,9,60.0,72963,38,12.3,23,632,3659,51.0,54.7,67.3,69.0,887
E14001417,Orpington,Gareth Bacon,Con,45.5,64.3,8.6,100.0,0.0,60,0,7.3,39.8,18.7,42,433,0.7,20.3,41,278,5247,2,18.2,17505,39,23.2,1,53,224,54.0,52.0,68.1,73.0,676
E14001418,Ossett and Denby Dale,Jade Botterill,Lab,24.7,62.1,12.1,100.0,0.0,59,0,9.2,-23.7,16.0,54,410,0.6,22.1,64,2198,4414,0,0.0,0,38,12.7,54,1553,8661,50.0,50.7,70.4,70.2,953
E14001419,Oxford East,Anneliese Dodds,Lab,25.9,48.2,11.9,100.0,0.0,65,0,6.2,-25.6,30.9,116,518,10.8,39.7,15,3925,10639,5,35.7,40725,38,13.6,1,162,3199,62.0,66.8,68.4,74.0,1835
E14001420,Oxford West and Abingdon,Layla Moran,LD,22.9,47.1,8.5,100.0,0.0,57,0,6.2,-26.7,22.3,155,469,7.8,32.5,37,6873,7081,0,0.0,0,38,19.3,2,26,177,60.0,60.6,70.1,76.6,1586
E14001421,Peckham,Miatta Fahnbulleh,Lab,27.9,37.4,9.2,100.0,98.2,56,55,5.5,2.5,62.0,647,484,4.5,37.2,8,16396,18944,11,100.0,103545,40,15.4,0,0,0,61.0,73.9,68.4,74.2,2064
E14001422,Pendle and Clitheroe,Jonathan Hinder,Lab,17.2,64.2,14.7,100.0,0.0,64,0,9.9,-47.4,21.1,69,486,1.0,22.0,404,4609,6554,0,0.0,0,37,7.5,33,913,3781,51.0,50.9,67.1,70.3,868
E14001423,Penistone and Stocksbridge,Marie Tidball,Lab,26.8,57.7,11.7,100.0,0.0,58,0,9.8,-53.2,16.5,48,394,0.5,21.0,461,1584,4224,0,0.0,0,39,17.9,41,1860,12504,51.0,52.5,70.9,73.0,805
E14001424,Penrith and Solway,Markus Campbell-Savours,Lab,14.9,62.6,13.4,16.4,0.0,10,0,9.6,-11.6,15.1,137,437,1.1,24.8,5833,8243,7108,0,0.0,0,35,7.1,143,7938,60477,50.0,51.9,70.3,72.7,928
E14001425,Peterborough,Andrew Pakes,Lab,19.7,46.7,10.9,100.0,0.0,72,0,6.9,-44.8,26.1,79,571,3.8,34.6,36,3089,9388,7,53.9,76932,41,4.9,12,473,5235,51.0,53.6,65.5,68.0,1624
E14001426,Plymouth Moor View,Fred Thomas,Lab,28.6,47.1,9.9,85.7,0.0,54,0,10.8,-50.9,21.9,109,444,1.4,23.6,35,183,3619,1,8.3,10528,35,23.8,27,426,3251,50.0,51.0,67.3,71.0,876
E14001427,Plymouth Sutton and Devonport,Luke Pollard,Lab,28.6,55.1,14.6,92.3,0.0,60,0,10.0,-48.7,33.6,189,481,1.7,23.6,17,2087,8587,11,78.6,89945,35,11.4,19,802,5102,56.0,57.4,66.4,71.0,904
E14001428,"Pontefract, Castleford and Knottingley",Yvette Cooper,Lab,22.3,53.1,13.6,100.0,0.0,61,0,10.7,-31.9,23.8,84,450,0.9,23.3,27,2928,7511,7,58.3,57306,39,4.0,27,876,5070,47.0,49.5,67.3,69.0,1062
E14001429,Poole,Neil Duncan-Jordan,Lab,35.7,46.7,8.3,100.0,0.0,58,0,9.5,-54.3,18.1,64,428,3.4,32.3,27,1917,3861,1,9.1,11432,32,19.2,10,102,367,52.0,53.7,69.6,73.0,1040
E14001430,Poplar and Limehouse,Apsana Begum,Lab,18.8,16.9,5.7,100.0,100.0,75,75,5.0,-3.2,66.0,215,639,2.7,37.5,5,30256,14423,15,100.0,140092,40,10.4,4,53,61,61.0,70.3,68.2,72.0,2982
E14001431,Portsmouth North,Amanda Martin,Lab,27.7,59.5,10.7,100.0,0.0,63,0,10.0,-49.6,22.9,77,444,4.3,36.6,71,4433,5018,3,25.0,20346,33,8.3,10,127,270,51.0,51.2,66.9,72.0,1425
E14001432,Portsmouth South,Stephen Morgan,Lab,27.8,53.9,15.5,100.0,0.0,62,0,8.6,-40.8,37.0,106,474,4.9,36.6,26,7571,9851,10,71.4,84326,31,7.6,1,0,0,57.0,60.2,63.9,71.0,1402
E14001433,Preston,Mark Hendrick,Lab,21.6,50.9,13.8,100.0,0.0,70,0,8.5,-36.0,32.5,67,518,1.4,31.6,34,3836,8667,5,41.7,45330,37,14.2,35,808,2912,53.0,56.2,66.1,68.9,1521
E14001434,Putney,Fleur Anderson,Lab,42.0,43.8,6.7,100.0,17.7,62,11,5.0,14.8,44.1,549,492,5.0,30.5,24,4039,13540,8,66.7,69243,40,23.0,7,249,1282,64.0,65.2,67.5,75.0,709
E14001435,Queen's Park and Maida Vale,Georgia Gould,Lab,25.6,47.5,9.8,100.0,100.0,66,66,5.7,-9.8,59.8,1266,543,3.5,29.9,4,0,19429,11,100.0,114568,40,13.6,1,0,0,60.0,70.1,62.1,73.6,6031
E14001436,Rawmarsh and Conisbrough,John Healey,Lab,21.4,56.9,15.3,100.0,0.0,59,0,11.3,-33.0,23.8,47,418,0.6,23.1,35,1517,4824,3,25.0,21097,39,14.0,43,1186,9577,48.0,48.9,68.2,69.3,856
E14001437,Rayleigh and Wickford,Mark Francois,Con,28.7,58.2,6.7,100.0,0.0,58,0,8.5,-49.8,12.4,34,428,0.8,21.5,30,1899,19191,0,0.0,0,39,13.5,14,95,574,51.0,48.9,66.7,72.0,802
E14001438,Reading Central,Matt Rodda,Lab,30.1,52.5,10.7,100.0,0.0,66,0,6.4,-66.1,31.0,243,516,3.1,29.7,17,6127,5919,6,50.0,57990,38,14.9,1,3,40,58.0,62.3,68.4,74.4,2576
E14001439,Reading West and Mid Berkshire,Olivia Bailey,Lab,20.8,59.7,8.8,100.0,0.0,59,0,8.3,-63.7,13.4,131,421,1.5,25.7,115,2017,3911,2,15.4,18499,38,20.8,10,626,8954,55.0,55.0,68.2,74.3,1784
E14001440,Redcar,Anna Turley,Lab,18.1,56.3,10.7,100.0,0.0,62,0,11.1,-37.7,26.9,57,412,1.1,24.4,205,2893,12279,4,33.3,32444,39,8.4,25,351,1319,49.0,51.3,66.6,70.1,973
E14001441,Redditch,Chris Bloore,Lab,26.5,50.7,13.2,100.0,0.0,65,0,9.1,-44.2,16.3,77,436,1.0,24.2,51,1034,7957,1,7.1,7015,37,14.5,13,395,3598,51.0,51.1,68.0,71.1,1014
E14001442,Reigate,Rebecca Paul,Con,29.0,50.7,7.5,100.0,0.0,66,0,7.4,-23.4,13.4,56,484,1.1,20.4,126,1348,5716,0,0.0,0,38,27.0,5,105,1294,57.0,55.1,68.1,76.0,1236
E14001443,Ribble Valley,Maya Ellis,Lab,14.2,53.7,9.5,96.8,0.0,60,0,9.1,-17.8,11.3,106,446,1.3,26.8,1095,3133,7535,0,0.0,0,37,11.1,52,2792,20545,53.0,53.3,69.1,74.0,1189
E14001444,Richmond and Northallerton,Rishi Sunak,Con,15.3,63.5,14.8,69.4,0.0,43,0,9.1,-36.4,12.8,96,413,1.4,22.1,6696,5316,8409,0,0.0,0,39,5.9,102,3984,27660,53.0,51.8,66.8,73.0,884
E14001445,Richmond Park,Sarah Olney,LD,41.1,58.7,7.7,100.0,0.0,68,0,4.9,19.5,28.1,720,491,4.5,27.1,132,11305,13345,1,7.7,8359,40,25.9,5,15,36,64.0,60.6,70.4,76.0,849
E14001446,Rochdale,Paul Waugh,Lab,28.5,50.0,13.9,100.0,0.0,59,0,9.5,-43.8,27.1,29,459,0.6,25.6,254,3098,4949,2,16.7,21936,37,4.6,32,837,3266,52.0,52.2,69.3,68.0,748
E14001447,Rochester and Strood,Lauren Edwards,Lab,35.3,45.6,9.7,100.0,0.0,59,0,7.9,-31.7,17.5,77,460,0.8,18.5,94,7677,7388,4,28.6,32123,39,9.7,15,154,259,51.0,51.2,69.0,72.0,1030
E14001448,Romford,Andrew Rosindell,Con,30.7,60.4,8.6,100.0,0.0,63,0,6.6,25.9,22.7,63,482,0.7,22.6,31,1753,8256,4,33.3,41842,40,14.4,0,0,0,51.0,50.7,66.5,70.0,695
E14001449,Romsey and Southampton North,Caroline Nokes,Con,22.1,56.7,10.8,100.0,0.0,61,0,7.7,-30.3,12.6,63,446,2.1,25.1,96,2164,4090,0,0.0,0,35,20.3,19,848,14293,56.0,53.7,67.6,75.9,1026
E14001450,Rossendale and Darwen,Andy MacNae,Lab,25.6,62.1,13.4,100.0,0.0,63,0,10.8,-63.4,19.4,62,447,0.5,19.6,597,5290,5604,0,0.0,0,36,7.4,70,1386,6296,52.0,51.2,68.6,71.9,804
E14001451,Rother Valley,Jake Richards,Lab,22.1,59.5,12.7,100.0,0.0,60,0,11.4,-63.3,17.7,68,407,0.5,21.5,60,313,4458,1,10.0,9514,39,12.0,28,918,7132,48.0,51.2,67.2,71.0,864
E14001452,Rotherham,Sarah Champion,Lab,22.1,51.7,16.0,100.0,0.0,69,0,10.1,-55.6,28.2,105,479,0.5,21.5,40,1848,6059,7,50.0,51218,39,16.1,42,1330,6061,48.0,48.1,65.5,67.4,994
E14001453,Rugby,John Slinger,Lab,8.4,48.1,13.3,100.0,0.0,64,0,7.5,-52.1,15.2,156,485,2.2,25.0,43,857,6601,1,7.7,7274,39,7.3,21,527,3994,53.0,55.1,70.5,72.0,1176
E14001454,"Ruislip, Northwood and Pinner",David Simmonds,Con,28.3,62.0,7.4,100.0,0.0,61,0,6.9,30.1,17.2,37,435,0.7,25.2,24,2152,9680,1,7.1,8548,40,25.6,1,0,0,56.0,55.7,68.7,73.5,1164
E14001455,Runcorn and Helsby,Sarah Joanne Pochin,RUK,16.1,49.9,10.3,100.0,0.0,62,0,10.8,-52.9,20.3,50,419,1.2,25.8,61,1723,5424,2,18.2,17185,37,11.2,30,883,5036,53.0,55.2,69.2,73.2,1337
E14001456,Runnymede and Weybridge,Ben Spencer,Con,24.8,52.3,8.1,100.0,0.0,64,0,6.4,-48.4,12.6,225,468,1.9,25.3,65,14926,6955,0,0.0,0,39,27.8,5,278,4025,56.0,55.0,68.1,76.4,1671
E14001457,Rushcliffe,James Naish,Lab,20.6,53.3,9.3,100.0,0.0,59,0,7.8,-67.3,13.8,79,450,2.3,23.9,51,10631,8693,0,0.0,0,40,9.1,24,916,10399,58.0,58.9,71.7,77.0,1052
E14001458,Rutland and Stamford,Alicia Kearns,Con,9.8,55.5,11.1,100.0,0.0,56,0,9.2,-58.2,11.0,87,418,1.8,22.0,262,1859,5772,0,0.0,0,40,9.7,53,2276,27165,52.0,52.4,68.7,74.6,1093
E14001459,Salford,Rebecca Long-Bailey,Lab,22.8,27.1,11.2,100.0,8.5,71,6,7.4,-5.7,41.4,140,555,1.6,30.8,23,20341,14798,12,75.0,96947,38,12.4,36,989,2176,54.0,60.5,65.0,69.5,1635
E14001460,Salisbury,John Glen,Con,20.5,53.8,10.0,100.0,0.0,57,0,9.3,-41.1,15.3,75,408,2.2,21.5,369,5534,4358,0,0.0,0,35,18.3,22,1924,27935,55.0,55.4,69.7,75.7,926
E14001461,Scarborough and Whitby,Alison Hume,Lab,15.2,62.8,17.1,70.5,0.0,43,0,11.2,-32.8,26.7,169,429,1.4,22.1,2574,2348,6741,5,38.5,36565,38,16.7,61,1572,9982,50.0,49.2,68.9,71.0,1187
E14001462,Scunthorpe,Nicholas Dakin,Lab,3.5,57.4,14.5,100.0,0.0,66,0,9.5,-46.4,21.8,66,465,3.1,27.9,65,4751,6253,7,46.7,50278,40,7.9,43,1026,9509,49.0,51.2,69.2,69.3,1358
E14001463,Sefton Central,Bill Esterson,Lab,28.0,60.2,8.5,100.0,0.0,62,0,8.6,-41.6,16.3,27,403,1.2,30.5,97,1339,19558,0,0.0,0,37,11.2,12,566,2349,56.0,59.9,72.4,76.6,559
E14001464,Selby,Keir Mather,Lab,16.8,52.1,10.8,100.0,0.0,60,0,10.0,-39.1,13.3,27,453,1.5,22.7,85,23680,5769,0,0.0,0,39,8.2,41,1114,10392,52.0,51.2,67.2,73.0,1627
E14001465,Sevenoaks,Laura Trott,Con,22.3,60.6,9.5,100.0,0.0,62,0,7.5,-45.9,11.9,99,439,0.6,14.8,138,1525,3935,1,8.3,9915,39,27.1,1,0,0,53.0,51.5,67.6,74.9,972
E14001466,Sheffield Brightside and Hillsborough,Gill Furniss,Lab,29.1,56.1,17.4,100.0,0.0,67,0,10.3,-42.6,35.2,53,488,0.7,21.6,26,2266,6367,9,69.2,70019,40,15.2,34,715,2103,50.0,61.0,65.5,68.1,1002
E14001467,Sheffield Central,Abtisam Mohamed,Lab,29.0,42.8,18.5,100.0,0.0,52,0,5.9,-50.3,41.9,177,411,1.7,21.6,8,13293,11957,5,50.0,47265,40,14.0,17,336,693,62.0,70.4,68.4,72.0,781
E14001468,Sheffield Hallam,Olivia Blake,Lab,29.1,65.4,11.4,100.0,0.0,56,0,7.9,-45.6,16.1,16,410,1.6,21.6,1083,999,5850,0,0.0,0,39,13.6,17,530,1833,62.0,66.0,72.9,76.8,826
E14001469,Sheffield Heeley,Louise Haigh,Lab,29.0,51.0,13.7,100.0,0.0,66,0,10.4,-44.3,33.5,28,459,1.2,21.6,40,535,4949,9,64.3,69487,40,19.3,15,364,799,53.0,62.5,68.8,72.0,988
E14001470,Sheffield South East,Clive Betts,Lab,29.2,54.7,12.8,100.0,0.0,66,0,10.7,-45.9,26.0,89,475,0.5,21.6,35,1648,4519,5,33.3,40940,40,16.9,64,1011,2887,49.0,59.4,65.5,70.2,958
E14001471,Sherwood Forest,Michelle Welsh,Lab,22.2,48.9,11.3,100.0,0.0,63,0,9.7,-50.7,16.4,99,460,1.0,24.4,225,2009,5367,1,9.1,9301,40,22.5,21,414,1624,50.0,50.0,67.8,72.1,1145
E14001472,Shipley,Anna Dixon,Lab,33.0,61.4,11.9,100.0,0.0,59,0,9.8,-19.6,21.0,84,432,0.7,21.8,175,1605,6089,2,16.7,15229,38,7.4,51,1563,8453,55.0,55.8,70.0,73.0,823
E14001473,Shrewsbury,Julia Buckley,Lab,15.7,50.2,15.3,90.2,0.0,55,0,9.5,-50.1,17.3,113,446,3.3,21.9,47,3692,7290,0,0.0,0,37,11.0,57,1658,8704,55.0,54.8,68.6,73.0,852
E14001474,Sittingbourne and Sheppey,Kevin McKenna,Lab,15.1,50.9,11.2,100.0,0.0,67,0,8.6,-36.8,17.2,56,500,1.4,21.8,31,15058,9990,1,8.3,8821,39,5.7,17,99,216,49.0,47.3,64.6,71.0,1033
E14001475,Skipton and Ripon,Julian Smith,Con,15.3,64.1,14.9,69.5,0.0,41,0,9.8,-51.7,13.3,146,438,1.2,22.1,7939,8471,10147,0,0.0,0,39,6.7,114,5762,46417,54.0,52.8,68.9,75.0,1257
E14001476,Sleaford and North Hykeham,Caroline Johnson,Con,15.9,51.8,10.0,100.0,0.0,55,0,9.4,-22.1,11.6,36,428,2.5,24.5,62,4400,6331,0,0.0,0,40,5.2,24,892,10778,50.0,47.7,65.8,74.0,892
E14001477,Slough,Tan Dhesi,Lab,17.0,45.8,9.8,100.0,0.0,71,0,6.5,-59.4,20.7,105,603,1.6,30.7,14,4381,8829,8,66.7,87894,39,12.2,1,70,1221,55.0,62.2,66.9,71.0,2248
E14001478,Smethwick,Gurinder Josan,Lab,27.4,66.0,20.8,100.0,1.6,64,1,7.9,-27.9,30.7,30,507,0.9,28.2,15,661,5738,9,75.0,81690,38,12.0,24,404,885,52.0,58.3,63.6,68.3,1198
E14001479,Solihull West and Shirley,Neil Shastri-Hurst,Con,24.1,58.1,10.7,100.0,0.0,57,0,7.9,-34.1,13.9,144,414,1.0,25.6,27,1082,6872,0,0.0,0,38,19.5,5,53,150,54.0,54.6,68.5,74.5,1542
E14001480,South Basildon and East Thurrock,James McMurdock,RUK,18.4,54.4,8.4,100.0,0.0,64,0,8.9,-30.2,17.7,32,450,1.0,21.5,223,3219,23199,3,23.1,26360,39,8.6,5,118,841,48.0,49.3,67.3,69.0,1144
E14001481,South Cambridgeshire,Pippa Heylings,LD,17.0,53.4,9.3,100.0,0.0,65,0,8.2,-28.6,13.4,136,466,7.1,27.8,60,1344,9395,0,0.0,0,40,7.8,19,1117,17284,59.0,57.1,69.7,77.1,1664
E14001482,South Cotswolds,Roz Savage,LD,20.6,55.1,10.6,100.0,0.0,57,0,8.9,-34.2,10.4,229,417,1.6,20.9,65,3842,5622,0,0.0,0,38,12.1,49,3085,40415,55.0,54.4,69.7,76.0,1154
E14001483,South Derbyshire,Samantha Niblett,Lab,18.3,44.2,10.3,100.0,0.0,54,0,9.4,-62.0,11.5,67,430,1.1,20.2,43,1543,5514,0,0.0,0,39,12.5,42,1207,10614,51.0,51.8,68.6,73.0,658
E14001484,South Devon,Caroline Voaden,LD,21.8,64.8,11.4,9.1,0.0,5,0,10.1,-41.2,15.1,106,402,0.8,16.2,425,4832,5486,0,0.0,0,31,14.0,80,4064,44635,54.0,53.1,69.9,76.0,833
E14001485,South Dorset,Lloyd Hatton,Lab,22.0,53.8,10.8,91.4,0.0,53,0,11.7,-51.3,18.9,108,434,2.0,21.5,433,4165,7339,0,0.0,0,32,14.9,49,766,3680,53.0,50.8,69.0,73.2,911
E14001486,South East Cornwall,Anna Gelderd,Lab,20.3,62.9,11.6,7.1,0.0,4,0,11.5,-50.0,14.2,107,405,1.0,17.2,433,2903,4201,0,0.0,0,34,17.1,70,3459,38409,53.0,51.5,70.6,75.0,990
E14001487,South Holland and The Deepings,John Hayes,Con,17.2,57.5,10.8,100.0,0.0,60,0,9.4,-31.7,12.6,52,490,2.6,27.9,19,48838,7097,1,7.7,9985,40,2.2,8,311,3761,47.0,44.8,66.0,73.0,1113
E14001488,South Leicestershire,Alberto Costa,Con,18.7,52.0,8.3,100.0,0.0,54,0,8.8,-59.7,9.8,84,455,1.7,24.6,25,1106,6976,0,0.0,0,39,8.4,60,1338,9233,52.0,49.3,70.0,74.1,2041
E14001489,South Norfolk,Ben Goldsborough,Lab,17.2,43.5,9.8,100.0,0.0,57,0,8.8,-9.4,9.8,122,416,2.0,20.6,63,1077,4274,0,0.0,0,38,12.1,14,263,3724,54.0,53.7,69.0,73.6,755
E14001490,South Northamptonshire,Sarah Bool,Con,19.2,49.1,9.9,100.0,0.0,55,0,8.6,-59.4,8.6,114,450,0.8,24.0,151,921,5327,0,0.0,0,40,10.6,71,2902,30374,52.0,53.3,68.0,74.9,1226
E14001491,South Ribble,Paul Foster,Lab,22.4,53.6,9.0,100.0,0.0,58,0,9.1,-9.5,13.4,87,421,1.8,27.4,31,3454,7897,0,0.0,0,37,9.2,34,1395,8279,52.0,52.7,70.9,73.2,918
E14001492,South Shields,Emma Lewell-Buck,Lab,38.8,54.5,10.3,100.0,0.0,64,0,10.9,-8.4,33.2,124,393,1.2,28.4,39,94,5568,0,0.0,0,36,6.2,12,442,1859,50.0,51.5,66.2,70.0,555
E14001493,South Shropshire,Stuart Anderson,Con,15.7,67.9,20.3,62.1,0.0,36,0,9.2,-51.8,11.4,176,421,0.7,21.9,1073,2198,5832,0,0.0,0,36,14.9,50,2087,18502,53.0,50.2,70.4,73.9,838
E14001494,South Suffolk,James Cartlidge,Con,24.0,54.7,11.4,100.0,0.0,55,0,9.7,-19.4,11.7,154,414,1.3,20.2,56,1420,8630,0,0.0,0,38,11.7,27,537,3950,54.0,51.1,67.8,74.0,710
E14001495,South West Devon,Rebecca Smith,Con,22.0,53.8,8.4,25.0,0.0,15,0,9.9,-32.1,11.5,68,430,1.4,20.4,1254,1941,3438,0,0.0,0,35,15.4,54,2783,29290,53.0,51.7,68.8,75.0,957
E14001496,South West Hertfordshire,Gagan Mohindra,Con,23.6,54.4,7.9,100.0,0.0,58,0,7.4,-34.3,12.4,106,437,0.9,20.0,71,1313,6881,0,0.0,0,39,21.2,1,124,1916,55.0,52.8,67.5,73.4,1197
E14001497,South West Norfolk,Terry Jermy,Lab,12.9,58.8,12.4,100.0,0.0,60,0,10.3,-28.7,13.2,75,460,1.9,23.4,553,7504,5051,0,0.0,0,39,16.3,17,640,9881,50.0,46.2,66.2,72.0,860
E14001498,South West Wiltshire,Andrew Murrison,Con,20.5,50.2,9.1,100.0,0.0,59,0,9.1,-60.4,15.1,90,428,1.9,21.5,144,1661,6279,1,6.7,6862,35,13.5,32,890,5433,53.0,51.1,65.9,73.2,942
