PCON24CD,PCON24NM,Scenario 1,Scenario 1,Scenario 1,Scenario 2,Scenario 2,Scenario 2,Scenario 3,Scenario 3,Scenario 3,Scenario 4,Scenario 4,Scenario 4,Scenario 5,Scenario 5,Scenario 5,Scenario 6,Scenario 6,Scenario 6,Scenario 7,Scenario 7,Scenario 7
E14001555,Tunbridge Wells,48381,46087,95.3,48381,47650,98.5,48381,9537,19.7,48381,7768,16.1,48381,24628,50.9,48381,5019,10.4,48381,11506,23.8
E14001556,Twickenham,46712,45439,97.3,46712,45569,97.6,46712,7287,15.6,46712,7712,16.5,46712,24830,53.2,46712,2981,6.4,46712,10058,21.5
E14001557,Tynemouth,46737,41449,88.7,46737,41449,88.7,46737,6007,12.9,46737,3544,7.6,46737,5783,12.4,46737,516,1.1,46737,6436,13.8
E14001558,Uxbridge and South Ruislip,47012,42158,89.7,47012,42159,89.7,47012,7024,14.9,47012,3752,8.0,47012,11089,23.6,47012,1363,2.9,47012,7792,16.6
E14001559,Vauxhall and Camberwell Green,53431,52664,98.6,53431,52664,98.6,53431,11868,22.2,53431,18048,33.8,53431,29228,54.7,53431,4795,9.0,53431,16665,31.2
E14001560,Wakefield and Rothwell,48708,46080,94.6,48708,47437,97.4,48708,8780,18.0,48708,6552,13.5,48708,24068,49.4,48708,3091,6.3,48708,11665,23.9
E14001561,Wallasey,46714,43526,93.2,46714,43936,94.1,46714,8570,18.3,46714,5868,12.6,46714,24404,52.2,46714,2126,4.6,46714,10240,21.9
E14001562,Walsall and Bloxwich,45939,39918,86.9,45939,39919,86.9,45939,5559,12.1,45939,6395,13.9,45939,17543,38.2,45939,1972,4.3,45939,7305,15.9
E14001563,Walthamstow,49779,41891,84.2,49779,41891,84.2,49779,5656,11.4,49779,5528,11.1,49779,21499,43.2,49779,2745,5.5,49779,7486,15.0
E14001564,Warrington North,43704,40872,93.5,43704,42468,97.2,43704,12493,28.6,43704,11772,26.9,43704,22105,50.6,43704,4842,11.1,43704,14939,34.2
E14001565,Warrington South,47048,45300,96.3,47048,45609,96.9,47048,8470,18.0,47048,8813,18.7,47048,10659,22.7,47048,2342,5.0,47048,9788,20.8
E14001566,Warwick and Leamington,49616,41218,83.1,49616,44258,89.2,49616,7425,15.0,49616,5374,10.8,49616,10064,20.3,49616,1167,2.4,49616,8374,16.9
E14001567,Washington and Gateshead South,44250,35797,80.9,44250,36525,82.5,44250,6184,14.0,44250,5769,13.0,44250,15487,35.0,44250,3068,6.9,44250,8216,18.6
E14001568,Watford,47496,45630,96.1,47496,45631,96.1,47496,6746,14.2,47496,4886,10.3,47496,24104,50.7,47496,1631,3.4,47496,8478,17.8
E14001569,Waveney Valley,42663,26257,61.5,42663,41796,98.0,42663,5926,13.9,42663,2815,6.6,42663,7979,18.7,42663,1536,3.6,42663,6563,15.4
E14001570,Weald of Kent,43979,33791,76.8,43979,43467,98.8,43979,4989,11.3,43979,1455,3.3,43979,3037,6.9,43979,768,1.7,43979,5330,12.1
E14001571,Wellingborough and Rushden,49951,47180,94.5,49951,48619,97.3,49951,8213,16.4,49951,8316,16.6,49951,24677,49.4,49951,4351,8.7,49951,11374,22.8
E14001572,Wells and Mendip Hills,42085,30821,73.2,42085,41488,98.6,42085,3253,7.7,42085,1855,4.4,42085,6081,14.4,42085,489,1.2,42085,3506,8.3
E14001573,Welwyn Hatfield,52534,49412,94.1,52534,49747,94.7,52534,6969,13.3,52534,3852,7.3,52534,12131,23.1,52534,1442,2.7,52534,7859,15.0
E14001574,West Bromwich,45021,41691,92.6,45021,41691,92.6,45021,5392,12.0,45021,5881,13.1,45021,22656,50.3,45021,2003,4.4,45021,7333,16.3
E14001575,West Dorset,48804,41317,84.7,48804,48711,99.8,48804,5999,12.3,48804,4011,8.2,48804,11858,24.3,48804,1400,2.9,48804,7015,14.4
E14001576,West Ham and Beckton,55868,53593,95.9,55868,53593,95.9,55868,11222,20.1,55868,14184,25.4,55868,18524,33.2,55868,5004,9.0,55868,14108,25.3
E14001577,West Lancashire,46646,38955,83.5,46646,43450,93.1,46646,6743,14.5,46646,5254,11.3,46646,12080,25.9,46646,2452,5.3,46646,8097,17.4
E14001578,West Suffolk,54277,45627,84.1,54277,50830,93.6,54277,8380,15.4,54277,6388,11.8,54277,20403,37.6,54277,3878,7.1,54277,10673,19.7
E14001579,West Worcestershire,48012,42757,89.1,48012,47847,99.7,48012,10589,22.1,48012,12092,25.2,48012,24617,51.3,48012,7942,16.5,48012,14116,29.4
E14001580,Westmorland and Lonsdale,49343,41895,84.9,49343,48819,98.9,49343,7823,15.9,49343,5445,11.0,49343,11726,23.8,49343,2402,4.9,49343,8809,17.9
E14001581,Weston-super-Mare,48335,39461,81.6,48335,41963,86.8,48335,7464,15.4,48335,7389,15.3,48335,12792,26.5,48335,2577,5.3,48335,8983,18.6
E14001582,Wetherby and Easingwold,42255,27283,64.6,42255,39680,93.9,42255,2605,6.2,42255,736,1.7,42255,2096,5.0,42255,240,0.6,42255,2720,6.4
E14001583,Whitehaven and Workington,47227,35350,74.9,47227,44404,94.0,47227,5734,12.1,47227,2549,5.4,47227,1418,3.0,47227,90,0.2,47227,5800,12.3
E14001584,Widnes and Halewood,41733,39891,95.6,41733,40370,96.7,41733,10427,25.0,41733,10481,25.1,41733,26404,63.3,41733,4730,11.3,41733,13837,33.2
E14001585,Wigan,49038,48651,99.2,49038,48902,99.7,49038,9661,19.7,49038,8166,16.7,49038,28073,57.2,49038,5025,10.2,49038,12802,26.1
E14001586,Wimbledon,48105,45993,95.6,48105,45993,95.6,48105,6952,14.5,48105,4415,9.2,48105,12551,26.1,48105,1306,2.7,48105,7617,15.8
E14001587,Winchester,46432,41452,89.3,46432,43786,94.3,46432,6349,13.7,46432,3818,8.2,46432,8073,17.4,46432,1307,2.8,46432,6921,14.9
E14001588,Windsor,47100,42732,90.7,47100,44208,93.9,47100,5785,12.3,47100,5137,10.9,47100,20152,42.8,47100,2532,5.4,47100,7704,16.4
E14001589,Wirral West,40893,36559,89.4,40893,39439,96.4,40893,5060,12.4,40893,5509,13.5,40893,14274,34.9,40893,1917,4.7,40893,6528,16.0
E14001590,Witham,45776,38897,85.0,45776,43133,94.2,45776,6316,13.8,45776,1902,4.2,45776,2327,5.1,45776,327,0.7,45776,6435,14.1
E14001591,Witney,44898,33639,74.9,44898,43115,96.0,44898,4847,10.8,44898,2749,6.1,44898,4236,9.4,44898,419,0.9,44898,5144,11.5
E14001592,Woking,44264,43118,97.4,44264,43410,98.1,44264,9545,21.6,44264,10576,23.9,44264,29430,66.5,44264,6175,14.0,44264,13207,29.8
E14001593,Wokingham,43906,39662,90.3,43906,41098,93.6,43906,5393,12.3,43906,4054,9.2,43906,11966,27.3,43906,1855,4.2,43906,6560,14.9
E14001594,Wolverhampton North East,44986,36166,80.4,44986,37595,83.6,44986,4310,9.6,44986,2723,6.1,44986,4468,9.9,44986,390,0.9,44986,4600,10.2
E14001595,Wolverhampton South East,49204,41181,83.7,49204,41181,83.7,49204,6828,13.9,49204,4216,8.6,49204,11184,22.7,49204,1370,2.8,49204,7731,15.7
E14001596,Wolverhampton West,49657,41387,83.3,49657,41583,83.7,49657,4935,9.9,49657,4498,9.1,49657,18089,36.4,49657,1067,2.1,49657,6167,12.4
E14001597,Worcester,47745,46378,97.1,47745,47342,99.2,47745,6173,12.9,47745,7033,14.7,47745,13258,27.8,47745,1402,2.9,47745,7533,15.8
E14001598,Worsley and Eccles,49013,48539,99.0,49013,48750,99.5,49013,6820,13.9,49013,4051,8.3,49013,13573,27.7,49013,1286,2.6,49013,8081,16.5
E14001599,Worthing West,48889,41625,85.1,48889,41754,85.4,48889,5953,12.2,48889,2714,5.6,48889,2206,4.5,48889,54,0.1,48889,6017,12.3
E14001600,Wycombe,44155,43114,97.6,44155,43200,97.8,44155,6980,15.8,44155,5702,12.9,44155,17127,38.8,44155,2793,6.3,44155,8762,19.8
E14001601,Wyre Forest,49358,41293,83.7,49358,44678,90.5,49358,5409,11.0,49358,5879,11.9,49358,23688,48.0,49358,2649,5.4,49358,7896,16.0
E14001602,Wythenshawe and Sale East,49139,41481,84.4,49139,41707,84.9,49139,4122,8.4,49139,3956,8.1,49139,6831,13.9,49139,656,1.3,49139,4517,9.2
E14001603,Yeovil,49753,41176,82.8,49753,47864,96.2,49753,7384,14.8,49753,5962,12.0,49753,10008,20.1,49753,1241,2.5,49753,8072,16.2
E14001604,York Central,49807,40266,80.8,49807,43524,87.4,49807,8024,16.1,49807,8017,16.1,49807,22244,44.7,49807,4369,8.8,49807,10768,21.6
E14001605,York Outer,42137,31743,75.3,42137,38156,90.6,42137,3668,8.7,42137,2332,5.5,42137,6481,15.4,42137,881,2.1,42137,4372,10.4
